,hash_sample,offset,covariates_beta,drift_beta,true_identity,age,filename,y_pred,proba_pred,y_drift,proba_drift,predicted_age,euclidean,cosine,identity_grouping_distance,orig_TP,orig_FN,virtual_TP,virtual_FN,stat_TP,stat_FP,stat_undefined
16,2,0.01,0.0,0.5499999999999999,LuiseRainer,26,10638_LuiseRainer_26_f.jpg,AngelaLansbury,0.8970084181913582,ArnoldSchwarzenegger,0.8561857826897141,-10.24,10.351895332336426,0.2765955924987793,5942.371163845062,0,1,0,1,0,0,1
17,2,0.01,0.0,0.64,LuiseRainer,26,10638_LuiseRainer_26_f.jpg,AngelaLansbury,0.8970084181913582,ArnoldSchwarzenegger,0.8300360419102202,-10.24,10.377678871154785,0.2526152431964874,5942.371163845062,0,1,0,1,0,0,1
18,2,0.01,0.0,0.73,LuiseRainer,26,10638_LuiseRainer_26_f.jpg,AngelaLansbury,0.8970084181913582,ArnoldSchwarzenegger,0.846708247490281,-10.24,9.944457054138184,0.309343159198761,5942.371163845062,0,1,0,1,0,0,1
19,2,0.01,0.0,0.82,LuiseRainer,26,10638_LuiseRainer_26_f.jpg,AngelaLansbury,0.8970084181913582,ArnoldSchwarzenegger,0.8431356714368546,-10.24,9.913615226745605,0.32069307565689087,5942.371163845062,0,1,0,1,0,0,1
20,2,0.01,0.0,0.9099999999999999,LuiseRainer,26,10638_LuiseRainer_26_f.jpg,AngelaLansbury,0.8970084181913582,ArnoldSchwarzenegger,0.837675632205475,-10.24,10.069750785827637,0.312235563993454,5942.371163845062,0,1,0,1,0,0,1
21,2,0.01,0.0,1.0,LuiseRainer,26,10638_LuiseRainer_26_f.jpg,AngelaLansbury,0.8970084181913582,ArnoldSchwarzenegger,0.829731403725995,-10.24,9.981650352478027,0.3213428854942322,5942.371163845062,0,1,0,1,0,0,1
22,3,0.01,0.0,0.1,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,EdwardGRobinson,0.7732447416979346,-7.04,1.2220159769058228,0.9845411777496338,-3210.5783650279045,0,1,1,0,0,0,1
23,3,0.01,0.0,0.19,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,EdwardGRobinson,0.7937154896039837,-7.04,1.522919774055481,0.9726245403289795,-3210.5783650279045,0,1,0,1,0,0,1
24,3,0.01,0.0,0.28,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,EdwardGRobinson,0.6788341621788985,-7.04,2.702378273010254,0.9203525185585022,-3210.5783650279045,0,1,0,1,0,0,1
25,3,0.01,0.0,0.37,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,ArnoldSchwarzenegger,0.8163578510411484,-7.04,4.653621196746826,0.7322298288345337,-3210.5783650279045,0,1,1,0,0,0,1
26,3,0.01,0.0,0.45999999999999996,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,EdwardGRobinson,0.8302045053679146,-7.04,4.136454105377197,0.7652537822723389,-3210.5783650279045,0,1,0,1,0,0,1
27,3,0.01,0.0,0.5499999999999999,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,ChristopherWalken,0.8475178437783562,-7.04,7.11970329284668,0.22765333950519562,-3210.5783650279045,0,1,0,1,0,0,1
28,3,0.01,0.0,0.64,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,ChristopherWalken,0.8447453971696077,-7.04,5.669988632202148,0.49903377890586853,-3210.5783650279045,0,1,0,1,0,0,1
29,3,0.01,0.0,0.73,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,ArnoldSchwarzenegger,0.85591764172216,-7.04,5.789426326751709,0.49070945382118225,-3210.5783650279045,0,1,0,1,0,0,1
30,3,0.01,0.0,0.82,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,ArnoldSchwarzenegger,0.8637330904495283,-7.04,5.837859630584717,0.4757099151611328,-3210.5783650279045,0,1,1,0,0,0,1
31,3,0.01,0.0,0.9099999999999999,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,ArnoldSchwarzenegger,0.8467481871419971,-7.04,5.624456405639648,0.5115891098976135,-3210.5783650279045,0,1,1,0,0,0,1
32,3,0.01,0.0,1.0,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,EdwardGRobinson,0.7510632953896993,ArnoldSchwarzenegger,0.8507184984206191,-7.04,5.750840187072754,0.4952973425388336,-3210.5783650279045,0,1,1,0,0,0,1
33,4,0.01,0.0,0.1,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,AngelaLansbury,0.8598600751471076,-11.09,1.2476279735565186,0.9926079511642456,-12399.7414560318,0,1,0,1,0,0,1
34,4,0.01,0.0,0.19,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,AngelaLansbury,0.8595774391620304,-11.09,2.0908453464508057,0.979767918586731,-12399.7414560318,0,1,0,1,0,0,1
35,4,0.01,0.0,0.28,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,AngelaLansbury,0.8748037930358157,-11.09,3.2850358486175537,0.9480612277984619,-12399.7414560318,0,1,0,1,0,0,1
36,4,0.01,0.0,0.37,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,AngelaLansbury,0.8435654745845935,-11.09,5.172374725341797,0.8670139312744141,-12399.7414560318,0,1,0,1,0,0,1
37,4,0.01,0.0,0.45999999999999996,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,ArnoldSchwarzenegger,0.8671142751074697,-11.09,7.8241753578186035,0.6835635900497437,-12399.7414560318,0,1,0,1,0,0,1
38,4,0.01,0.0,0.5499999999999999,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,ArnoldSchwarzenegger,0.8405841293754601,-11.09,11.572659492492676,0.03648954629898071,-12399.7414560318,0,1,0,1,0,0,1
39,4,0.01,0.0,0.64,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,ArnoldSchwarzenegger,0.8561215427053774,-11.09,11.631828308105469,0.10842161625623703,-12399.7414560318,0,1,1,0,0,0,1
40,4,0.01,0.0,0.73,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,ArnoldSchwarzenegger,0.8572068718124437,-11.09,11.332274436950684,0.1506737321615219,-12399.7414560318,0,1,1,0,0,0,1
41,4,0.01,0.0,0.82,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,ArnoldSchwarzenegger,0.8610597354616704,-11.09,11.354802131652832,0.16420909762382507,-12399.7414560318,0,1,1,0,0,0,1
42,4,0.01,0.0,0.9099999999999999,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,ArnoldSchwarzenegger,0.8550573263994918,-11.09,11.233500480651855,0.17964428663253784,-12399.7414560318,0,1,1,0,0,0,1
43,4,0.01,0.0,1.0,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,AngelaLansbury,0.868224948025063,ArnoldSchwarzenegger,0.8598191657234991,-11.09,11.101034164428711,0.18559154868125916,-12399.7414560318,0,1,1,0,0,0,1
44,5,0.01,0.0,0.1,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,MichaelYork,0.7929570445614045,25.08,0.9274407029151917,0.9939773082733154,16118.468212366104,0,1,0,1,0,0,1
45,5,0.01,0.0,0.19,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardGRobinson,0.7870222655364484,25.08,1.727426290512085,0.9798716902732849,16118.468212366104,0,1,0,1,0,0,1
46,5,0.01,0.0,0.28,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardGRobinson,0.8193608876711044,25.08,2.9015185832977295,0.9437421560287476,16118.468212366104,0,1,0,1,0,0,1
47,5,0.01,0.0,0.37,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardGRobinson,0.8496698763596844,25.08,4.210275650024414,0.8830233812332153,16118.468212366104,0,1,0,1,0,0,1
48,5,0.01,0.0,0.45999999999999996,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardGRobinson,0.8986955300035085,25.08,8.74537181854248,0.49412858486175537,16118.468212366104,0,1,0,1,0,0,1
49,5,0.01,0.0,0.5499999999999999,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardGRobinson,0.8914834061333987,25.08,8.1299467086792,0.2619711756706238,16118.468212366104,0,1,0,1,0,0,1
50,5,0.01,0.0,0.64,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardFox,0.8848999019099051,25.08,7.041007041931152,0.48048123717308044,16118.468212366104,0,1,0,1,0,0,1
51,5,0.01,0.0,0.73,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardFox,0.8730259588803264,25.08,6.896827220916748,0.5111100077629089,16118.468212366104,0,1,0,1,0,0,1
52,5,0.01,0.0,0.82,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardFox,0.8843556254695809,25.08,6.878934860229492,0.5137256979942322,16118.468212366104,0,1,0,1,0,0,1
53,5,0.01,0.0,0.9099999999999999,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardFox,0.8651129985467123,25.08,6.803561687469482,0.5286269187927246,16118.468212366104,0,1,0,1,0,0,1
54,5,0.01,0.0,1.0,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,MichaelYork,0.7928339607759219,EdwardFox,0.8597714870199669,25.08,6.875650405883789,0.5159803032875061,16118.468212366104,0,1,0,1,0,0,1
55,6,0.01,0.0,0.1,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ArnoldSchwarzenegger,0.8691626933968746,-3.79,0.5501244068145752,0.9982355833053589,-27218.479507923126,0,1,0,1,0,0,1
56,6,0.01,0.0,0.19,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ArnoldSchwarzenegger,0.8644057605517206,-3.79,1.2735817432403564,0.9904937148094177,-27218.479507923126,0,1,0,1,0,0,1
57,6,0.01,0.0,0.28,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ArnoldSchwarzenegger,0.8551863998917977,-3.79,2.5676004886627197,0.9632049798965454,-27218.479507923126,0,1,0,1,0,0,1
58,6,0.01,0.0,0.37,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,EdwardFox,0.8772733215925064,-3.79,4.859529972076416,0.8646125197410583,-27218.479507923126,0,1,0,1,0,0,1
59,6,0.01,0.0,0.45999999999999996,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,EdwardFox,0.8942155211426309,-3.79,6.6033101081848145,0.7236911654472351,-27218.479507923126,0,1,0,1,0,0,1
60,6,0.01,0.0,0.5499999999999999,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ArnoldSchwarzenegger,0.8142692871615944,-3.79,10.142266273498535,0.1140957623720169,-27218.479507923126,0,1,1,0,0,0,1
61,6,0.01,0.0,0.64,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ArnoldSchwarzenegger,0.8020331120769966,-3.79,9.816279411315918,0.09567462652921677,-27218.479507923126,0,1,0,1,0,0,1
62,6,0.01,0.0,0.73,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ArnoldSchwarzenegger,0.8475102046944083,-3.79,9.183001518249512,0.20986676216125488,-27218.479507923126,0,1,0,1,0,0,1
63,6,0.01,0.0,0.82,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ArnoldSchwarzenegger,0.8618635459962349,-3.79,9.101408004760742,0.22874142229557037,-27218.479507923126,0,1,0,1,0,0,1
64,6,0.01,0.0,0.9099999999999999,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ChristopherWalken,0.8553279253540522,-3.79,9.067709922790527,0.23303860425949097,-27218.479507923126,0,1,0,1,0,0,1
65,6,0.01,0.0,1.0,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,ArnoldSchwarzenegger,0.8659481727311227,ChristopherWalken,0.863755193945533,-3.79,9.074806213378906,0.2332753986120224,-27218.479507923126,0,1,0,1,0,0,1
66,7,0.01,0.0,0.1,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.9129720233096323,-1.56,0.6487879753112793,0.997815728187561,6679.276062250137,1,0,1,0,1,0,0
67,7,0.01,0.0,0.19,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.9076028339239238,-1.56,0.8592779040336609,0.9961609244346619,6679.276062250137,1,0,1,0,1,0,0
68,7,0.01,0.0,0.28,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.894583798800135,-1.56,2.8501980304718018,0.9580717086791992,6679.276062250137,1,0,1,0,1,0,0
69,7,0.01,0.0,0.37,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.88117809276715,-1.56,4.607054710388184,0.8861154317855835,6679.276062250137,1,0,1,0,1,0,0
70,7,0.01,0.0,0.45999999999999996,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.8906784527832436,-1.56,10.843095779418945,0.3708658814430237,6679.276062250137,1,0,1,0,1,0,0
71,7,0.01,0.0,0.5499999999999999,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,FrancesDee,0.8607430998527819,-1.56,9.628829002380371,0.3042234182357788,6679.276062250137,1,0,0,1,0,1,0
72,7,0.01,0.0,0.64,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.8788566032608062,-1.56,9.116701126098633,0.39306098222732544,6679.276062250137,1,0,1,0,1,0,0
73,7,0.01,0.0,0.73,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.872520565494915,-1.56,8.504488945007324,0.4992482662200928,6679.276062250137,1,0,1,0,1,0,0
74,7,0.01,0.0,0.82,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.8824883436398577,-1.56,8.561535835266113,0.4902530014514923,6679.276062250137,1,0,1,0,1,0,0
75,7,0.01,0.0,0.9099999999999999,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.8749290601676247,-1.56,8.438187599182129,0.5108131766319275,6679.276062250137,1,0,1,0,1,0,0
76,7,0.01,0.0,1.0,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,0.9102663457652294,LuiseRainer,0.8692023034143869,-1.56,8.572037696838379,0.48727044463157654,6679.276062250137,1,0,1,0,1,0,0
77,8,0.01,0.0,0.1,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,OrnellaMuti,0.8100336596759475,4.68,0.7331365942955017,0.9979487061500549,4082.2454385757446,1,0,1,0,1,0,0
78,8,0.01,0.0,0.19,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,OrnellaMuti,0.801733010479152,4.68,1.623381495475769,0.9899528622627258,4082.2454385757446,1,0,1,0,1,0,0
79,8,0.01,0.0,0.28,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,OrnellaMuti,0.7932731898887817,4.68,2.8063647747039795,0.9697582125663757,4082.2454385757446,1,0,1,0,1,0,0
80,8,0.01,0.0,0.37,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,OrnellaMuti,0.784974763124083,4.68,5.251215934753418,0.8941425681114197,4082.2454385757446,1,0,1,0,1,0,0
81,8,0.01,0.0,0.45999999999999996,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,OrnellaMuti,0.7379272569686318,4.68,9.22692584991455,0.6742064952850342,4082.2454385757446,1,0,1,0,1,0,0
82,8,0.01,0.0,0.5499999999999999,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,PaulAnka,0.8446756971463046,4.68,13.520453453063965,0.09712052345275879,4082.2454385757446,1,0,0,1,0,1,0
83,8,0.01,0.0,0.64,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,PaulAnka,0.7968821486069227,4.68,14.167581558227539,0.023075638338923454,4082.2454385757446,1,0,0,1,0,1,0
84,8,0.01,0.0,0.73,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,PaulAnka,0.8205800882533316,4.68,13.604626655578613,0.005164759699255228,4082.2454385757446,1,0,0,1,0,1,0
85,8,0.01,0.0,0.82,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,PaulAnka,0.8303936558289058,4.68,13.1233491897583,-0.0015023030573502183,4082.2454385757446,1,0,0,1,0,1,0
86,8,0.01,0.0,0.9099999999999999,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,PaulAnka,0.8589999068552026,4.68,12.7244291305542,0.03139781579375267,4082.2454385757446,1,0,0,1,0,1,0
87,8,0.01,0.0,1.0,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,OrnellaMuti,0.8050660798635474,PaulAnka,0.8610289257352555,4.68,11.974993705749512,0.10231072455644608,4082.2454385757446,1,0,0,1,0,1,0
88,9,0.01,0.0,0.1,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,DanielleDarrieux,0.7166121419298217,-2.49,0.9400453567504883,0.9956029057502747,-14548.461592674255,0,1,0,1,0,0,1
89,9,0.01,0.0,0.19,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,DanielleDarrieux,0.7316730739236786,-2.49,2.0125529766082764,0.9805652499198914,-14548.461592674255,0,1,0,1,0,0,1
90,9,0.01,0.0,0.28,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,EdwardFox,0.7937626225671195,-2.49,3.176205635070801,0.9504627585411072,-14548.461592674255,0,1,0,1,0,0,1
91,9,0.01,0.0,0.37,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,EdwardFox,0.8154526148593005,-2.49,5.154916286468506,0.8592393398284912,-14548.461592674255,0,1,0,1,0,0,1
92,9,0.01,0.0,0.45999999999999996,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,DanielleDarrieux,0.8920577530943028,-2.49,9.247881889343262,0.525759756565094,-14548.461592674255,0,1,0,1,0,0,1
93,9,0.01,0.0,0.5499999999999999,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,EdwardGRobinson,0.8325408872444,-2.49,9.971038818359375,0.1954040825366974,-14548.461592674255,0,1,0,1,0,0,1
94,9,0.01,0.0,0.64,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,ArnoldSchwarzenegger,0.8762096323432823,-2.49,10.230798721313477,0.1425999253988266,-14548.461592674255,0,1,0,1,0,0,1
95,9,0.01,0.0,0.73,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,ArnoldSchwarzenegger,0.8516687859885902,-2.49,9.901617050170898,0.12187490612268448,-14548.461592674255,0,1,0,1,0,0,1
96,9,0.01,0.0,0.82,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,EdwardFox,0.8823820993114012,-2.49,9.661962509155273,0.14227698743343353,-14548.461592674255,0,1,0,1,0,0,1
97,9,0.01,0.0,0.9099999999999999,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,EdwardFox,0.884795196803895,-2.49,9.631272315979004,0.15703652799129486,-14548.461592674255,0,1,0,1,0,0,1
98,9,0.01,0.0,1.0,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,EdwardFox,0.7847243003279424,EdwardFox,0.8790320030926662,-2.49,9.635272979736328,0.14841203391551971,-14548.461592674255,0,1,0,1,0,0,1
99,10,0.01,0.0,0.1,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,0.9474657764218906,OrnellaMuti,0.9450779552363909,0.4,1.0850105285644531,0.9956536293029785,-11645.706284999847,1,0,1,0,1,0,0
100,10,0.01,0.0,0.19,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,0.9474657764218906,OrnellaMuti,0.9450123448911647,0.4,2.341801881790161,0.9800959825515747,-11645.706284999847,1,0,1,0,1,0,0
101,10,0.01,0.0,0.28,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,0.9474657764218906,OrnellaMuti,0.9377673116026145,0.4,3.663616418838501,0.951744794845581,-11645.706284999847,1,0,1,0,1,0,0
102,10,0.01,0.0,0.37,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,0.9474657764218906,OrnellaMuti,0.8602337979310406,0.4,5.639825344085693,0.8840076327323914,-11645.706284999847,1,0,1,0,1,0,0
103,10,0.01,0.0,0.45999999999999996,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,0.9474657764218906,OrnellaMuti,0.7578747534437931,0.4,10.185099601745605,0.6023746132850647,-11645.706284999847,1,0,1,0,1,0,0
104,10,0.01,0.0,0.5499999999999999,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,0.9474657764218906,EvaMarieSaint,0.8369200899602132,0.4,13.678873062133789,0.0805409774184227,-11645.706284999847,1,0,0,1,0,1,0
105,10,0.01,0.0,0.64,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,0.9474657764218906,EvaMarieSaint,0.8098718317765218,0.4,13.796431541442871,0.11316792666912079,-11645.706284999847,1,0,0,1,0,1,0
106,10,0.01,0.0,0.73,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,0.9474657764218906,EvaMarieSaint,0.7894530318385408,0.4,14.216683387756348,0.04520353674888611,-11645.706284999847,1,0,0,1,0,1,0
