,hash_sample,offset,covariates_beta,drift_beta,true_identity,age,filename,y_pred,y_drift,predicted_age,euclidean,cosine,identity_grouping_distance,orig_TP,orig_FN,virtual_TP,virtual_FN,stat_TP,stat_FP,stat_undefined
40,41,0.01,0.0,0.5,MyrnaLoy,67,12364_MyrnaLoy_67_f.jpg,-1,-1,-1.51,9.330032348632812,0.9929590821266174,-21039.951848983765,0,1,0,1,0,0,1
41,42,0.01,0.0,0.5,MyrnaLoy,33,12376_MyrnaLoy_33_f.jpg,MyrnaLoy,JeanetteMacDonald,-1.55,13.07152271270752,0.9864274859428406,8079.8483991622925,1,0,0,1,0,1,0
42,43,0.01,0.0,0.5,AngieDickinson,47,12425_AngieDickinson_47_f.jpg,-1,-1,-1.2,14.627547264099121,0.9834179878234863,-20611.60401916504,0,1,1,0,0,0,1
43,44,0.01,0.0,0.5,AngieDickinson,31,12438_AngieDickinson_31_f.jpg,AngieDickinson,AngieDickinson,-0.93,10.05726146697998,0.9920150637626648,-14419.849702835083,1,0,1,0,1,0,0
44,45,0.01,0.0,0.5,AngieDickinson,42,12445_AngieDickinson_42_f.jpg,AngieDickinson,AngieDickinson,2.66,9.273677825927734,0.9933604001998901,-10041.055167198181,1,0,1,0,1,0,0
45,46,0.01,0.0,0.5,AngieDickinson,76,12457_AngieDickinson_76_f.jpg,AngieDickinson,AngieDickinson,1.15,9.57064437866211,0.9926396608352661,11171.577208638191,1,0,1,0,1,0,0
46,47,0.01,0.0,0.5,FrancesDee,43,12607_FrancesDee_43_f.jpg,-1,-1,-0.39,8.85881233215332,0.9936771392822266,28938.86776781082,0,1,0,1,0,0,1
47,48,0.01,0.0,0.5,FrancesDee,83,12612_FrancesDee_83_f.jpg,FrancesDee,FrancesDee,4.84,11.453166961669922,0.9902260899543762,67694.40839719772,1,0,1,0,1,0,0
48,49,0.01,0.0,0.5,FrancesDee,89,12613_FrancesDee_89_f.jpg,-1,-1,-1.59,5.9902238845825195,0.9971331357955933,-32285.79125213623,0,1,0,1,0,0,1
49,50,0.01,0.0,0.5,GeraldineChaplin,38,13032_GeraldineChaplin_38_f.jpg,GeraldineChaplin,MireilleDarc,-0.01,10.840642929077148,0.9907217621803284,42749.6381316185,1,0,0,1,0,1,0
50,51,0.01,0.0,0.5,GeraldineChaplin,52,13041_GeraldineChaplin_52_f.jpg,-1,-1,-0.07,8.264883041381836,0.9948248267173767,-16441.90262953937,0,1,0,1,0,0,1
51,52,0.01,0.0,0.5,GeraldineChaplin,53,13042_GeraldineChaplin_53_f.jpg,-1,-1,0.94,13.524757385253906,0.9858942031860352,6080.388993263245,0,1,0,1,0,0,1
52,53,0.01,0.0,0.5,GeraldineChaplin,66,13052_GeraldineChaplin_66_f.jpg,GeraldineChaplin,GeraldineChaplin,-4.68,8.941926002502441,0.9935584664344788,-56401.56466674805,1,0,1,0,1,0,0
53,54,0.01,0.0,0.5,DanielleDarrieux,36,13417_DanielleDarrieux_36_f.jpg,DanielleDarrieux,DanielleDarrieux,1.78,8.239023208618164,0.9948887228965759,-32880.404422044754,1,0,1,0,1,0,0
54,55,0.01,0.0,0.5,DanielleDarrieux,38,13419_DanielleDarrieux_38_f.jpg,-1,-1,4.44,10.434009552001953,0.991180419921875,79724.80383110046,0,1,0,1,0,0,1
55,56,0.01,0.0,0.5,DanielleDarrieux,40,13420_DanielleDarrieux_40_f.jpg,DanielleDarrieux,DanielleDarrieux,-0.66,10.39509391784668,0.9916430115699768,-19020.221364974976,1,0,1,0,1,0,0
56,57,0.01,0.0,0.5,DanielleDarrieux,64,13436_DanielleDarrieux_64_f.jpg,DanielleDarrieux,DanielleDarrieux,-1.89,6.6455464363098145,0.9965499639511108,34203.95306825638,1,0,1,0,1,0,0
57,58,0.01,0.0,0.5,DanielleDarrieux,65,13437_DanielleDarrieux_65_f.jpg,DanielleDarrieux,DanielleDarrieux,-0.86,7.242158889770508,0.995835542678833,-21238.612111359835,1,0,1,0,1,0,0
58,59,0.01,0.0,0.5,HelenHayes,31,13522_HelenHayes_31_f.jpg,-1,-1,0.14,9.423871040344238,0.9932320713996887,-26652.58046722412,0,1,1,0,0,0,1
59,60,0.01,0.0,0.5,HelenHayes,52,13526_HelenHayes_52_f.jpg,-1,-1,4.44,9.259145736694336,0.9933117628097534,-16195.333347320557,0,1,1,0,0,0,1
60,61,0.01,0.0,0.5,HelenHayes,23,13533_HelenHayes_23_f.jpg,-1,-1,3.88,8.525693893432617,0.99416184425354,59332.630996227264,0,1,1,0,0,0,1
61,62,0.01,0.0,0.5,HelenHayes,34,13537_HelenHayes_34_f.jpg,HelenHayes,HelenHayes,1.07,11.112494468688965,0.9902748465538025,-44592.11678123474,1,0,1,0,1,0,0
62,63,0.01,0.0,0.5,HelenHayes,85,13539_HelenHayes_85_f.jpg,-1,-1,0.31,9.555352210998535,0.9928357601165771,-86071.75755596161,0,1,1,0,0,0,1
63,64,0.01,0.0,0.5,HelenHayes,78,13550_HelenHayes_78_f.jpg,HelenHayes,HelenHayes,6.08,13.923396110534668,0.9855189919471741,-76821.21723365784,1,0,1,0,1,0,0
64,65,0.01,0.0,0.5,HelenHayes,70,13554_HelenHayes_70_f.jpg,HelenHayes,HelenHayes,-2.98,10.671446800231934,0.9919659495353699,634.7663180828094,1,0,1,0,1,0,0
65,66,0.01,0.0,0.5,AudreyHepburn,62,14520_AudreyHepburn_62_f.jpg,-1,-1,0.51,11.24421501159668,0.9899054765701294,-85671.80723190308,0,1,0,1,0,0,1
66,67,0.01,0.0,0.5,AudreyHepburn,24,14530_AudreyHepburn_24_f.jpg,-1,-1,-1.75,9.085692405700684,0.9933039546012878,8312.797723770142,0,1,0,1,0,0,1
67,68,0.01,0.0,0.5,AudreyHepburn,24,14531_AudreyHepburn_24_f.jpg,AudreyHepburn,PeterGraves,-0.35,11.765490531921387,0.9888787269592285,13582.714107513428,1,0,0,1,0,1,0
68,69,0.01,0.0,0.5,AudreyHepburn,25,14534_AudreyHepburn_25_f.jpg,AudreyHepburn,PeterGraves,3.77,9.343180656433105,0.9932277798652649,32139.990151524544,1,0,0,1,0,1,0
69,70,0.01,0.0,0.5,AudreyHepburn,32,14537_AudreyHepburn_32_f.jpg,-1,-1,-1.83,9.646636009216309,0.9926740527153015,-58586.40005970001,0,1,0,1,0,0,1
70,71,0.01,0.0,0.5,AudreyHepburn,36,14551_AudreyHepburn_36_f.jpg,-1,-1,1.93,8.255646705627441,0.9945854544639587,14802.228803753853,0,1,0,1,0,0,1
71,72,0.01,0.0,0.5,AnnMiller,15,15001_AnnMiller_15_f.jpg,-1,-1,3.76,13.679499626159668,0.9856899380683899,1208.1492958068848,0,1,0,1,0,0,1
72,73,0.01,0.0,0.5,AnnMiller,17,15003_AnnMiller_17_f.jpg,AnnMiller,DebbieReynolds,1.98,9.500358581542969,0.9932258725166321,40203.377618312836,1,0,0,1,0,1,0
73,74,0.01,0.0,0.5,AnnMiller,21,15007_AnnMiller_21_f.jpg,-1,-1,1.9,10.586910247802734,0.9910264015197754,30739.745907245204,0,1,0,1,0,0,1
74,75,0.01,0.0,0.5,AnnMiller,42,15022_AnnMiller_42_f.jpg,AnnMiller,MelBrooks,-1.58,12.248855590820312,0.9879804253578186,-41236.76280593872,1,0,0,1,0,1,0
75,76,0.01,0.0,0.5,AnnMiller,60,15032_AnnMiller_60_f.jpg,AnnMiller,DebbieReynolds,-3.42,13.085445404052734,0.9864403605461121,5201.648380279541,1,0,0,1,0,1,0
76,77,0.01,0.0,0.5,DyanCannon,40,15260_DyanCannon_40_f.jpg,-1,-1,1.01,11.811079978942871,0.9896336197853088,-7913.7141880989075,0,1,0,1,0,0,1
77,78,0.01,0.0,0.5,DyanCannon,67,15276_DyanCannon_67_f.jpg,-1,-1,2.88,7.9262285232543945,0.9950105547904968,24873.724089622498,0,1,1,0,0,0,1
78,79,0.01,0.0,0.5,DyanCannon,68,15277_DyanCannon_68_f.jpg,DyanCannon,DyanCannon,-2.11,6.943167209625244,0.9962430596351624,7935.875061035156,1,0,1,0,1,0,0
79,80,0.01,0.0,0.5,DyanCannon,70,15279_DyanCannon_70_f.jpg,DyanCannon,EdwardGRobinson,2.51,9.021966934204102,0.9937159419059753,3116.3977704048157,1,0,0,1,0,1,0
80,81,0.01,0.0,0.5,DyanCannon,72,15281_DyanCannon_72_f.jpg,DyanCannon,DyanCannon,-3.38,11.015820503234863,0.9908013939857483,-9381.803977012634,1,0,1,0,1,0,0
81,82,0.01,0.0,0.5,DyanCannon,75,15283_DyanCannon_75_f.jpg,DyanCannon,DyanCannon,-4.58,10.969233512878418,0.9904041886329651,-13949.900996208191,1,0,1,0,1,0,0
82,83,0.01,0.0,0.5,DyanCannon,32,15289_DyanCannon_32_f.jpg,DyanCannon,DyanCannon,-1.24,14.435345649719238,0.983483612537384,-46802.17240476608,1,0,1,0,1,0,0
83,84,0.01,0.0,0.5,JanePowell,14,15369_JanePowell_14_f.jpg,JanePowell,MichelPiccoli,-0.63,9.678963661193848,0.9924684166908264,6210.337017059326,1,0,0,1,0,1,0
84,85,0.01,0.0,0.5,JanePowell,38,15388_JanePowell_38_f.jpg,-1,-1,-0.65,7.830151557922363,0.9952294230461121,-5115.661726951599,0,1,0,1,0,0,1
85,86,0.01,0.0,0.5,JanePowell,74,15411_JanePowell_74_f.jpg,-1,-1,5.41,10.008525848388672,0.9920395016670227,122.16371512413025,0,1,0,1,0,0,1
86,87,0.01,0.0,0.5,JanePowell,77,15414_JanePowell_77_f.jpg,JanePowell,JanePowell,-2.8,12.976907730102539,0.9876575469970703,-17213.512018680573,1,0,1,0,1,0,0
87,88,0.01,0.0,0.5,JanePowell,81,15418_JanePowell_81_f.jpg,JanePowell,MichelPiccoli,0.64,8.996618270874023,0.9935327768325806,42501.683221936226,1,0,0,1,0,1,0
88,89,0.01,0.0,0.5,JeanetteMacDonald,32,15468_JeanetteMacDonald_32_f.jpg,JeanetteMacDonald,JeanetteMacDonald,4.0,10.636281967163086,0.9911195039749146,-35634.5142326355,1,0,1,0,1,0,0
89,90,0.01,0.0,0.5,JeanetteMacDonald,39,15479_JeanetteMacDonald_39_f.jpg,JeanetteMacDonald,JeanetteMacDonald,-1.36,12.361673355102539,0.9884048700332642,78519.78257274628,1,0,1,0,1,0,0
90,91,0.01,0.0,0.5,JeanetteMacDonald,44,15484_JeanetteMacDonald_44_f.jpg,-1,-1,4.46,10.079336166381836,0.9918091893196106,-40574.83216536045,0,1,1,0,0,0,1
91,92,0.01,0.0,0.5,JeanetteMacDonald,46,15486_JeanetteMacDonald_46_f.jpg,JeanetteMacDonald,JeanetteMacDonald,-1.57,7.019209384918213,0.9962025284767151,12698.759686470032,1,0,1,0,1,0,0
92,93,0.01,0.0,0.5,JeanetteMacDonald,43,15502_JeanetteMacDonald_43_f.jpg,JeanetteMacDonald,JeanetteMacDonald,1.11,8.259535789489746,0.9947083592414856,14036.562978744507,1,0,1,0,1,0,0
93,94,0.01,0.0,0.5,JeanetteMacDonald,59,15514_JeanetteMacDonald_59_f.jpg,JeanetteMacDonald,JeanetteMacDonald,2.46,10.518426895141602,0.9911371469497681,16508.38512778282,1,0,1,0,1,0,0
94,95,0.01,0.0,0.5,KateOMara,20,15576_KateOMara_20_f.jpg,KateOMara,MickeyRooney,3.08,9.546883583068848,0.992756724357605,28883.718223571777,1,0,0,1,0,1,0
95,96,0.01,0.0,0.5,KateOMara,21,15577_KateOMara_21_f.jpg,-1,-1,1.4,8.046475410461426,0.9948438405990601,-5586.87225818634,0,1,0,1,0,0,1
96,97,0.01,0.0,0.5,KateOMara,29,15585_KateOMara_29_f.jpg,KateOMara,KateOMara,-3.01,14.38513469696045,0.9834710955619812,-54024.54360580444,1,0,1,0,1,0,0
97,98,0.01,0.0,0.5,KateOMara,36,15592_KateOMara_36_f.jpg,-1,-1,-1.07,15.516867637634277,0.9811460971832275,-45842.1986618042,0,1,0,1,0,0,1
98,99,0.01,0.0,0.5,KateOMara,43,15599_KateOMara_43_f.jpg,KateOMara,KateOMara,2.19,10.552552223205566,0.9910373687744141,-10755.14259147644,1,0,1,0,1,0,0
99,100,0.01,0.0,0.5,KateOMara,50,15606_KateOMara_50_f.jpg,KateOMara,KateOMara,2.65,11.003828048706055,0.9902154803276062,34007.6852786541,1,0,1,0,1,0,0
100,101,0.01,0.0,0.5,KateOMara,52,15608_KateOMara_52_f.jpg,KateOMara,KateOMara,6.36,9.842717170715332,0.9922005534172058,-37600.30124998093,1,0,1,0,1,0,0
101,102,0.01,0.0,0.5,StВphaneAudran,22,15851_StВphaneAudran_22_f.jpg,StВphaneAudran,StВphaneAudran,-1.9,15.520896911621094,0.981041669845581,52340.59058684111,1,0,1,0,1,0,0
102,103,0.01,0.0,0.5,StВphaneAudran,41,15869_StВphaneAudran_41_f.jpg,-1,-1,3.28,11.934160232543945,0.9885246157646179,64021.32006275654,0,1,1,0,0,0,1
103,104,0.01,0.0,0.5,StВphaneAudran,62,15886_StВphaneAudran_62_f.jpg,StВphaneAudran,StВphaneAudran,2.72,10.679840087890625,0.9909375309944153,29330.32318496704,1,0,1,0,1,0,0
104,105,0.01,0.0,0.5,StВphaneAudran,64,15888_StВphaneAudran_64_f.jpg,StВphaneAudran,StВphaneAudran,-0.09,11.399613380432129,0.9900261163711548,-23571.19656944275,1,0,1,0,1,0,0
105,106,0.01,0.0,0.5,StВphaneAudran,69,15891_StВphaneAudran_69_f.jpg,-1,-1,1.12,11.80709171295166,0.9895881414413452,-4645.984992980957,0,1,0,1,0,0,1
106,107,0.01,0.0,0.5,StВphaneAudran,70,15892_StВphaneAudran_70_f.jpg,StВphaneAudran,StВphaneAudran,-2.42,11.275044441223145,0.98978590965271,60907.95899391174,1,0,1,0,1,0,0
107,108,0.01,0.0,0.5,BobDylan,33,1663_BobDylan_33_m.jpg,-1,-1,0.98,10.812255859375,0.9907474517822266,-7068.795601844788,0,1,0,1,0,0,1
108,109,0.01,0.0,0.5,BobDylan,72,1686_BobDylan_72_m.jpg,BobDylan,BobDylan,-0.28,9.813424110412598,0.9922670125961304,45802.13102722168,1,0,1,0,1,0,0
109,110,0.01,0.0,0.5,TomJones,23,1831_TomJones_23_m.jpg,TomJones,TomJones,1.82,11.162504196166992,0.9900558590888977,-25409.489963531494,1,0,1,0,1,0,0
110,111,0.01,0.0,0.5,TomJones,28,1837_TomJones_28_m.jpg,TomJones,TomJones,-1.33,11.631641387939453,0.9893670678138733,47163.087409973145,1,0,1,0,1,0,0
111,112,0.01,0.0,0.5,TomJones,59,1852_TomJones_59_m.jpg,-1,-1,6.0,7.568521022796631,0.9954240918159485,-6105.9906287789345,0,1,0,1,0,0,1
112,113,0.01,0.0,0.5,TomJones,64,1857_TomJones_64_m.jpg,-1,-1,-0.83,17.96868896484375,0.9746216535568237,-58487.5611564219,0,1,1,0,0,0,1
113,114,0.01,0.0,0.5,TomJones,66,1859_TomJones_66_m.jpg,-1,-1,1.38,10.971421241760254,0.9903403520584106,67641.37300980091,0,1,0,1,0,0,1
114,115,0.01,0.0,0.5,EdwardFox,34,1908_EdwardFox_34_m.jpg,EdwardFox,HerbertLom,-1.47,9.995604515075684,0.991981029510498,35158.652059316635,1,0,0,1,0,1,0
115,116,0.01,0.0,0.5,EdwardFox,53,1924_EdwardFox_53_m.jpg,-1,-1,-0.36,10.721745491027832,0.9910322427749634,8752.153927445412,0,1,0,1,0,0,1
116,117,0.01,0.0,0.5,EdwardFox,63,1930_EdwardFox_63_m.jpg,-1,-1,-4.65,13.145316123962402,0.9879603385925293,-20394.69770669937,0,1,0,1,0,0,1
117,118,0.01,0.0,0.5,EdwardFox,76,1939_EdwardFox_76_m.jpg,-1,-1,8.1,7.78216028213501,0.9951326847076416,-5189.316331863403,0,1,0,1,0,0,1
118,119,0.01,0.0,0.5,JamesCaan,27,1981_JamesCaan_27_m.jpg,JamesCaan,FredMacMurray,0.79,9.742692947387695,0.9924039840698242,4091.8087897896767,1,0,0,1,0,1,0
119,120,0.01,0.0,0.5,JamesCaan,32,1988_JamesCaan_32_m.jpg,-1,-1,0.96,11.48366928100586,0.9902079105377197,-7580.35432767868,0,1,0,1,0,0,1
120,121,0.01,0.0,0.5,JamesCaan,59,2008_JamesCaan_59_m.jpg,-1,-1,-0.6,11.165035247802734,0.9903010129928589,-1446.664575099945,0,1,0,1,0,0,1
121,122,0.01,0.0,0.5,JamesCaan,73,2019_JamesCaan_73_m.jpg,-1,-1,3.68,8.769372940063477,0.994316041469574,2626.597488671541,0,1,0,1,0,0,1
122,123,0.01,0.0,0.5,JonVoight,36,2055_JonVoight_36_m.jpg,JonVoight,MichaelYork,0.22,8.15686321258545,0.9946279525756836,8212.482097148895,1,0,0,1,0,1,0
123,124,0.01,0.0,0.5,JonVoight,50,2065_JonVoight_50_m.jpg,JonVoight,MichaelYork,-1.85,12.218421936035156,0.9880361557006836,-1062.5117126703262,1,0,0,1,0,1,0
124,125,0.01,0.0,0.5,JonVoight,60,2073_JonVoight_60_m.jpg,JonVoight,JonVoight,-1.97,11.41392707824707,0.9895893335342407,-19588.622323989868,1,0,1,0,1,0,0
125,126,0.01,0.0,0.5,JonVoight,62,2076_JonVoight_62_m.jpg,-1,-1,-1.32,9.787618637084961,0.9923117160797119,5159.281458377838,0,1,1,0,0,0,1
126,127,0.01,0.0,0.5,JonVoight,64,2077_JonVoight_64_m.jpg,JonVoight,JonVoight,3.57,12.2943696975708,0.9878384470939636,-98621.26797991991,1,0,1,0,1,0,0
127,128,0.01,0.0,0.5,JonVoight,74,2088_JonVoight_74_m.jpg,JonVoight,JonVoight,0.07,15.745589256286621,0.9814290404319763,-533.1469383239746,1,0,1,0,1,0,0
128,129,0.01,0.0,0.5,MelBrooks,40,2097_MelBrooks_40_m.jpg,MelBrooks,MelBrooks,1.34,12.92402172088623,0.9868367314338684,-5491.712142944336,1,0,1,0,1,0,0
129,130,0.01,0.0,0.5,MelBrooks,52,2105_MelBrooks_52_m.jpg,MelBrooks,MelBrooks,-3.91,7.475861549377441,0.9958620071411133,36493.589828014374,1,0,1,0,1,0,0
130,131,0.01,0.0,0.5,MelBrooks,77,2121_MelBrooks_77_m.jpg,MelBrooks,MelBrooks,-3.04,10.423909187316895,0.9918892979621887,-2464.163589954376,1,0,1,0,1,0,0
131,132,0.01,0.0,0.5,MelBrooks,80,2124_MelBrooks_80_m.jpg,MelBrooks,MelBrooks,0.71,9.78130054473877,0.9923886656761169,25561.14288043976,1,0,1,0,1,0,0
132,133,0.01,0.0,0.5,KevinBacon,27,2709_KevinBacon_27_m.jpg,-1,-1,-2.96,10.912482261657715,0.9904266595840454,1196.081199169159,0,1,0,1,0,0,1
133,134,0.01,0.0,0.5,KevinBacon,37,2720_KevinBacon_37_m.jpg,-1,-1,5.05,12.109528541564941,0.9884209632873535,2439.0250387191772,0,1,0,1,0,0,1
134,135,0.01,0.0,0.5,KevinBacon,48,2732_KevinBacon_48_m.jpg,-1,-1,-2.85,8.551069259643555,0.9940861463546753,11692.821165919304,0,1,0,1,0,0,1
135,136,0.01,0.0,0.5,KevinBacon,52,2737_KevinBacon_52_m.jpg,-1,-1,-0.26,11.372509002685547,0.9896999597549438,3500.196587562561,0,1,0,1,0,0,1
136,137,0.01,0.0,0.5,MickJagger,47,2785_MickJagger_47_m.jpg,MickJagger,MichaelYork,-0.93,9.81442642211914,0.9922117590904236,-34997.12763148546,1,0,0,1,0,1,0
