,hash_sample,offset,covariates_beta,drift_beta,true_identity,age,filename,y_pred,y_drift,predicted_age,euclidean,cosine,identity_grouping_distance,orig_TP,orig_FN,virtual_TP,virtual_FN,stat_TP,stat_FP,stat_undefined
24,25,0.01,0.0,-1.0,AngelaLansbury,46,11964_AngelaLansbury_46_f.jpg,AngelaLansbury,AngelaLansbury,2.71,12.004861831665039,0.9887276291847229,1391.8217631578445,1,0,1,0,1,0,0
25,26,0.01,0.0,-1.0,AngelaLansbury,60,11971_AngelaLansbury_60_f.jpg,AngelaLansbury,AngelaLansbury,2.32,9.788820266723633,0.9923382997512817,-1975.360024052672,1,0,1,0,1,0,0
26,27,0.01,0.0,-1.0,AngelaLansbury,67,11977_AngelaLansbury_67_f.jpg,AngelaLansbury,OrnellaMuti,8.44,11.492467880249023,0.9894100427627563,-4730.479142546654,1,0,0,1,0,1,0
27,28,0.01,0.0,-1.0,AngelaLansbury,80,11984_AngelaLansbury_80_f.jpg,-1,-1,1.72,11.343668937683105,0.9898411631584167,370.72989797592163,0,1,0,1,0,0,1
28,29,0.01,0.0,-1.0,AngelaLansbury,87,11989_AngelaLansbury_87_f.jpg,AngelaLansbury,AngelaLansbury,0.02,12.07064151763916,0.9900640249252319,862.370289504528,1,0,1,0,1,0,0
29,30,0.01,0.0,-1.0,DebbieReynolds,24,12024_DebbieReynolds_24_f.jpg,-1,-1,2.52,15.142183303833008,0.982383668422699,3959.5273855924606,0,1,0,1,0,0,1
30,31,0.01,0.0,-1.0,DebbieReynolds,69,12045_DebbieReynolds_69_f.jpg,-1,-1,2.3,14.249828338623047,0.9852588772773743,3225.126624315977,0,1,0,1,0,0,1
31,32,0.01,0.0,-1.0,DebbieReynolds,78,12055_DebbieReynolds_78_f.jpg,-1,-1,-6.37,12.454177856445312,0.9878363609313965,809.101659104228,0,1,0,1,0,0,1
32,33,0.01,0.0,-1.0,EvaMarieSaint,30,12092_EvaMarieSaint_30_f.jpg,-1,-1,0.71,17.49757194519043,0.9770277738571167,6410.0764927864075,0,1,0,1,0,0,1
33,34,0.01,0.0,-1.0,EvaMarieSaint,44,12103_EvaMarieSaint_44_f.jpg,EvaMarieSaint,FredMacMurray,8.87,14.165323257446289,0.9843981266021729,-1225.1741185188293,1,0,0,1,0,1,0
34,35,0.01,0.0,-1.0,EvaMarieSaint,73,12115_EvaMarieSaint_73_f.jpg,-1,-1,0.02,13.197361946105957,0.9866503477096558,-11935.711148023605,0,1,1,0,0,0,1
35,36,0.01,0.0,-1.0,EvaMarieSaint,82,12121_EvaMarieSaint_82_f.jpg,EvaMarieSaint,FredMacMurray,-2.03,16.785181045532227,0.9781802296638489,851.1745805740356,1,0,0,1,0,1,0
36,37,0.01,0.0,-1.0,MickJagger,18,121_MickJagger_18_m.jpg,-1,-1,3.59,16.966995239257812,0.9787223935127258,-3042.6414808034897,0,1,1,0,0,0,1
37,38,0.01,0.0,-1.0,MyrnaLoy,51,12329_MyrnaLoy_51_f.jpg,-1,-1,4.82,14.378117561340332,0.9837210774421692,-1997.3115499019623,0,1,0,1,0,0,1
38,39,0.01,0.0,-1.0,MyrnaLoy,75,12330_MyrnaLoy_75_f.jpg,MyrnaLoy,MyrnaLoy,-0.99,20.466468811035156,0.9693493247032166,-5161.624004274607,1,0,1,0,1,0,0
39,40,0.01,0.0,-1.0,MyrnaLoy,20,12337_MyrnaLoy_20_f.jpg,-1,-1,-4.06,10.9625825881958,0.9911735653877258,-798.7110215723515,0,1,0,1,0,0,1
40,41,0.01,0.0,-1.0,MyrnaLoy,67,12364_MyrnaLoy_67_f.jpg,-1,-1,3.34,12.51423168182373,0.987561821937561,562.1379282474518,0,1,1,0,0,0,1
41,42,0.01,0.0,-1.0,MyrnaLoy,33,12376_MyrnaLoy_33_f.jpg,MyrnaLoy,MyrnaLoy,5.23,16.509984970092773,0.9808939695358276,-3939.44091835618,1,0,1,0,1,0,0
42,43,0.01,0.0,-1.0,AngieDickinson,47,12425_AngieDickinson_47_f.jpg,-1,-1,-2.47,12.567804336547852,0.9877177476882935,1870.303503036499,0,1,1,0,0,0,1
43,44,0.01,0.0,-1.0,AngieDickinson,31,12438_AngieDickinson_31_f.jpg,AngieDickinson,AngieDickinson,-10.47,10.7412748336792,0.9910290837287903,-2645.5284075140953,1,0,1,0,1,0,0
44,45,0.01,0.0,-1.0,AngieDickinson,42,12445_AngieDickinson_42_f.jpg,AngieDickinson,ChristopherWalken,-3.96,16.06447982788086,0.981056809425354,1325.6757790744305,1,0,0,1,0,1,0
45,46,0.01,0.0,-1.0,AngieDickinson,76,12457_AngieDickinson_76_f.jpg,AngieDickinson,RomanPolanski,5.44,16.615449905395508,0.9782744646072388,-950.9236296415329,1,0,0,1,0,1,0
46,47,0.01,0.0,-1.0,FrancesDee,43,12607_FrancesDee_43_f.jpg,-1,-1,-0.29,14.913805961608887,0.983065664768219,3449.638427257538,0,1,0,1,0,0,1
47,48,0.01,0.0,-1.0,FrancesDee,83,12612_FrancesDee_83_f.jpg,FrancesDee,FrancesDee,-1.39,11.847363471984863,0.9895668029785156,-3648.824737548828,1,0,1,0,1,0,0
48,49,0.01,0.0,-1.0,FrancesDee,89,12613_FrancesDee_89_f.jpg,-1,-1,-3.4,12.806487083435059,0.9868217706680298,1319.3293733596802,0,1,0,1,0,0,1
49,50,0.01,0.0,-1.0,GeraldineChaplin,38,13032_GeraldineChaplin_38_f.jpg,GeraldineChaplin,RichardCrenna,1.12,13.499103546142578,0.9860804080963135,7869.034002840519,1,0,0,1,0,1,0
50,51,0.01,0.0,-1.0,GeraldineChaplin,52,13041_GeraldineChaplin_52_f.jpg,-1,-1,-4.2,13.957334518432617,0.9861245155334473,-6290.95784342289,0,1,0,1,0,0,1
51,52,0.01,0.0,-1.0,GeraldineChaplin,53,13042_GeraldineChaplin_53_f.jpg,-1,-1,-1.79,15.40755558013916,0.9822961688041687,748.4209337234497,0,1,0,1,0,0,1
52,53,0.01,0.0,-1.0,GeraldineChaplin,66,13052_GeraldineChaplin_66_f.jpg,GeraldineChaplin,GeraldineChaplin,0.59,16.543235778808594,0.9790075421333313,-6427.679415941238,1,0,1,0,1,0,0
53,54,0.01,0.0,-1.0,DanielleDarrieux,36,13417_DanielleDarrieux_36_f.jpg,DanielleDarrieux,DanielleDarrieux,4.54,10.141912460327148,0.9922767281532288,1210.123464982491,1,0,1,0,1,0,0
54,55,0.01,0.0,-1.0,DanielleDarrieux,38,13419_DanielleDarrieux_38_f.jpg,-1,-1,-3.84,14.898127555847168,0.9832941293716431,-290.7890479564667,0,1,0,1,0,0,1
55,56,0.01,0.0,-1.0,DanielleDarrieux,40,13420_DanielleDarrieux_40_f.jpg,DanielleDarrieux,DanielleDarrieux,-3.81,15.349800109863281,0.9819687008857727,654.1371121406555,1,0,1,0,1,0,0
56,57,0.01,0.0,-1.0,DanielleDarrieux,64,13436_DanielleDarrieux_64_f.jpg,DanielleDarrieux,DanielleDarrieux,-1.6,10.412654876708984,0.9915123581886292,22.52775287628174,1,0,1,0,1,0,0
57,58,0.01,0.0,-1.0,DanielleDarrieux,65,13437_DanielleDarrieux_65_f.jpg,DanielleDarrieux,DanielleDarrieux,-1.51,13.136962890625,0.9863367676734924,-4750.446313619614,1,0,1,0,1,0,0
58,59,0.01,0.0,-1.0,HelenHayes,31,13522_HelenHayes_31_f.jpg,-1,-1,-2.43,11.46828842163086,0.9903920292854309,-551.2233302593231,0,1,0,1,0,0,1
59,60,0.01,0.0,-1.0,HelenHayes,52,13526_HelenHayes_52_f.jpg,-1,-1,0.56,12.81457233428955,0.9877582788467407,-680.7313721105456,0,1,0,1,0,0,1
60,61,0.01,0.0,-1.0,HelenHayes,23,13533_HelenHayes_23_f.jpg,-1,-1,-2.71,12.824804306030273,0.9870161414146423,432.49575448036194,0,1,0,1,0,0,1
61,62,0.01,0.0,-1.0,HelenHayes,34,13537_HelenHayes_34_f.jpg,HelenHayes,HelenHayes,-0.12,19.183029174804688,0.9730889201164246,-2491.8381074666977,1,0,1,0,1,0,0
62,63,0.01,0.0,-1.0,HelenHayes,85,13539_HelenHayes_85_f.jpg,-1,-1,3.35,10.302216529846191,0.9916366338729858,1000.5488533973694,0,1,0,1,0,0,1
63,64,0.01,0.0,-1.0,HelenHayes,78,13550_HelenHayes_78_f.jpg,HelenHayes,HelenHayes,2.96,14.11731243133545,0.985336184501648,-401.93376111984253,1,0,1,0,1,0,0
64,65,0.01,0.0,-1.0,HelenHayes,70,13554_HelenHayes_70_f.jpg,HelenHayes,HelenHayes,3.54,11.869075775146484,0.990334689617157,3649.794919848442,1,0,1,0,1,0,0
65,66,0.01,0.0,-1.0,AudreyHepburn,62,14520_AudreyHepburn_62_f.jpg,-1,-1,-2.73,13.80123519897461,0.9853894710540771,2624.8256006240845,0,1,1,0,0,0,1
66,67,0.01,0.0,-1.0,AudreyHepburn,24,14530_AudreyHepburn_24_f.jpg,-1,-1,3.93,11.206491470336914,0.9900699257850647,-6357.403985008597,0,1,0,1,0,0,1
67,68,0.01,0.0,-1.0,AudreyHepburn,24,14531_AudreyHepburn_24_f.jpg,AudreyHepburn,AudreyHepburn,-2.14,13.251391410827637,0.9863883256912231,1155.0446958728135,1,0,1,0,1,0,0
68,69,0.01,0.0,-1.0,AudreyHepburn,25,14534_AudreyHepburn_25_f.jpg,AudreyHepburn,AudreyHepburn,0.1,15.17305850982666,0.9831949472427368,2523.7015777528286,1,0,1,0,1,0,0
69,70,0.01,0.0,-1.0,AudreyHepburn,32,14537_AudreyHepburn_32_f.jpg,-1,-1,2.13,13.293334007263184,0.9866113662719727,1820.1731285452843,0,1,1,0,0,0,1
70,71,0.01,0.0,-1.0,AudreyHepburn,36,14551_AudreyHepburn_36_f.jpg,-1,-1,-3.49,11.925191879272461,0.9887070059776306,354.7830662727356,0,1,0,1,0,0,1
71,72,0.01,0.0,-1.0,AnnMiller,15,15001_AnnMiller_15_f.jpg,-1,-1,-1.49,15.07846450805664,0.9837496876716614,-2802.898438513279,0,1,0,1,0,0,1
72,73,0.01,0.0,-1.0,AnnMiller,17,15003_AnnMiller_17_f.jpg,AnnMiller,AnnMiller,-2.22,14.937204360961914,0.9846389293670654,1823.0158948600292,1,0,1,0,1,0,0
73,74,0.01,0.0,-1.0,AnnMiller,21,15007_AnnMiller_21_f.jpg,-1,-1,2.3,13.848061561584473,0.985381543636322,-536.5122558772564,0,1,0,1,0,0,1
74,75,0.01,0.0,-1.0,AnnMiller,42,15022_AnnMiller_42_f.jpg,AnnMiller,AnnMiller,-1.32,17.071287155151367,0.9789210557937622,2617.2879796028137,1,0,1,0,1,0,0
75,76,0.01,0.0,-1.0,AnnMiller,60,15032_AnnMiller_60_f.jpg,AnnMiller,AnnMiller,-10.47,17.715269088745117,0.9782043695449829,647.2347247600555,1,0,1,0,1,0,0
76,77,0.01,0.0,-1.0,DyanCannon,40,15260_DyanCannon_40_f.jpg,-1,-1,2.33,14.906304359436035,0.9845767617225647,-4939.050386548042,0,1,0,1,0,0,1
77,78,0.01,0.0,-1.0,DyanCannon,67,15276_DyanCannon_67_f.jpg,-1,-1,-2.85,9.652826309204102,0.9925473928451538,1194.1635406017303,0,1,0,1,0,0,1
78,79,0.01,0.0,-1.0,DyanCannon,68,15277_DyanCannon_68_f.jpg,DyanCannon,DyanCannon,-6.11,13.86009407043457,0.9851233959197998,-2056.3523399829865,1,0,1,0,1,0,0
79,80,0.01,0.0,-1.0,DyanCannon,70,15279_DyanCannon_70_f.jpg,DyanCannon,EdwardGRobinson,4.07,9.034846305847168,0.9937098026275635,-6215.222287654877,1,0,0,1,0,1,0
80,81,0.01,0.0,-1.0,DyanCannon,72,15281_DyanCannon_72_f.jpg,DyanCannon,EdwardGRobinson,1.29,13.407820701599121,0.98630690574646,5809.240113735199,1,0,0,1,0,1,0
81,82,0.01,0.0,-1.0,DyanCannon,75,15283_DyanCannon_75_f.jpg,DyanCannon,DyanCannon,-2.03,13.362770080566406,0.9858826994895935,-6946.442779257894,1,0,1,0,1,0,0
82,83,0.01,0.0,-1.0,DyanCannon,32,15289_DyanCannon_32_f.jpg,DyanCannon,EdwardGRobinson,1.84,13.355265617370605,0.9856921434402466,828.5937681496143,1,0,0,1,0,1,0
83,84,0.01,0.0,-1.0,JanePowell,14,15369_JanePowell_14_f.jpg,JanePowell,AlbertoSordi,-0.56,17.578590393066406,0.9765861630439758,7334.1043519973755,1,0,0,1,0,1,0
84,85,0.01,0.0,-1.0,JanePowell,38,15388_JanePowell_38_f.jpg,-1,-1,0.66,13.084417343139648,0.986786425113678,2412.4628636837006,0,1,0,1,0,0,1
85,86,0.01,0.0,-1.0,JanePowell,74,15411_JanePowell_74_f.jpg,-1,-1,2.69,12.552738189697266,0.9876974821090698,-1286.766181230545,0,1,0,1,0,0,1
86,87,0.01,0.0,-1.0,JanePowell,77,15414_JanePowell_77_f.jpg,JanePowell,AlbertoSordi,-7.08,14.055438995361328,0.9854379892349243,3739.583580315113,1,0,0,1,0,1,0
87,88,0.01,0.0,-1.0,JanePowell,81,15418_JanePowell_81_f.jpg,JanePowell,AlbertoSordi,-5.25,15.880731582641602,0.9802954196929932,1829.4339361190796,1,0,0,1,0,1,0
88,89,0.01,0.0,-1.0,JeanetteMacDonald,32,15468_JeanetteMacDonald_32_f.jpg,JeanetteMacDonald,JeanetteMacDonald,0.35,13.199536323547363,0.9869763255119324,-727.2081444784999,1,0,1,0,1,0,0
89,90,0.01,0.0,-1.0,JeanetteMacDonald,39,15479_JeanetteMacDonald_39_f.jpg,JeanetteMacDonald,MyrnaLoy,0.24,14.697626113891602,0.9836466312408447,1355.1090024411678,1,0,0,1,0,1,0
90,91,0.01,0.0,-1.0,JeanetteMacDonald,44,15484_JeanetteMacDonald_44_f.jpg,-1,-1,1.3,14.041424751281738,0.9849063158035278,1399.7569544017315,0,1,0,1,0,0,1
91,92,0.01,0.0,-1.0,JeanetteMacDonald,46,15486_JeanetteMacDonald_46_f.jpg,JeanetteMacDonald,JeanetteMacDonald,-0.44,14.322173118591309,0.9842566251754761,781.2431094348431,1,0,1,0,1,0,0
92,93,0.01,0.0,-1.0,JeanetteMacDonald,43,15502_JeanetteMacDonald_43_f.jpg,JeanetteMacDonald,JeanetteMacDonald,1.17,14.205510139465332,0.9844222664833069,-4150.427419662476,1,0,1,0,1,0,0
93,94,0.01,0.0,-1.0,JeanetteMacDonald,59,15514_JeanetteMacDonald_59_f.jpg,JeanetteMacDonald,JeanetteMacDonald,-1.95,15.561129570007324,0.9808408617973328,2801.2596428394318,1,0,1,0,1,0,0
94,95,0.01,0.0,-1.0,KateOMara,20,15576_KateOMara_20_f.jpg,KateOMara,KateOMara,8.53,16.633607864379883,0.9789736866950989,278.6269651055336,1,0,1,0,1,0,0
95,96,0.01,0.0,-1.0,KateOMara,21,15577_KateOMara_21_f.jpg,-1,-1,-2.24,13.345121383666992,0.9862711429595947,-3700.511321783066,0,1,0,1,0,0,1
96,97,0.01,0.0,-1.0,KateOMara,29,15585_KateOMara_29_f.jpg,KateOMara,KateOMara,-0.45,20.82311248779297,0.9692361950874329,-1857.3683592528105,1,0,1,0,1,0,0
97,98,0.01,0.0,-1.0,KateOMara,36,15592_KateOMara_36_f.jpg,-1,-1,0.74,18.228389739990234,0.9778809547424316,-946.6990154981613,0,1,1,0,0,0,1
98,99,0.01,0.0,-1.0,KateOMara,43,15599_KateOMara_43_f.jpg,KateOMara,KateOMara,-4.04,17.211061477661133,0.9777340888977051,-6444.628587961197,1,0,1,0,1,0,0
99,100,0.01,0.0,-1.0,KateOMara,50,15606_KateOMara_50_f.jpg,KateOMara,KateOMara,0.85,17.713056564331055,0.9762110710144043,275.31984227895737,1,0,1,0,1,0,0
100,101,0.01,0.0,-1.0,KateOMara,52,15608_KateOMara_52_f.jpg,KateOMara,KateOMara,-1.05,13.2991304397583,0.986008882522583,-2725.225481864065,1,0,1,0,1,0,0
101,102,0.01,0.0,-1.0,StВphaneAudran,22,15851_StВphaneAudran_22_f.jpg,StВphaneAudran,StВphaneAudran,5.17,13.563460350036621,0.9854708909988403,-1913.880462884903,1,0,1,0,1,0,0
102,103,0.01,0.0,-1.0,StВphaneAudran,41,15869_StВphaneAudran_41_f.jpg,-1,-1,-0.67,17.575361251831055,0.9775164723396301,947.3566672801971,0,1,0,1,0,0,1
103,104,0.01,0.0,-1.0,StВphaneAudran,62,15886_StВphaneAudran_62_f.jpg,StВphaneAudran,MarcelloMastroianni,0.85,13.450115203857422,0.9858040809631348,1244.7135267592967,1,0,0,1,0,1,0
104,105,0.01,0.0,-1.0,StВphaneAudran,64,15888_StВphaneAudran_64_f.jpg,StВphaneAudran,StВphaneAudran,3.73,12.292194366455078,0.9884013533592224,-2316.5105485916138,1,0,1,0,1,0,0
105,106,0.01,0.0,-1.0,StВphaneAudran,69,15891_StВphaneAudran_69_f.jpg,-1,-1,-4.75,13.254088401794434,0.9867790937423706,-105.82731488347054,0,1,0,1,0,0,1
106,107,0.01,0.0,-1.0,StВphaneAudran,70,15892_StВphaneAudran_70_f.jpg,StВphaneAudran,MarcelloMastroianni,-1.12,13.84361743927002,0.98463374376297,295.3283693641424,1,0,0,1,0,1,0
107,108,0.01,0.0,-1.0,BobDylan,33,1663_BobDylan_33_m.jpg,-1,-1,-3.45,13.560998916625977,0.9861806631088257,2114.9492268562317,0,1,0,1,0,0,1
108,109,0.01,0.0,-1.0,BobDylan,72,1686_BobDylan_72_m.jpg,BobDylan,KateOMara,-2.4,15.39427375793457,0.9818546175956726,-4799.03312587738,1,0,0,1,0,1,0
109,110,0.01,0.0,-1.0,TomJones,23,1831_TomJones_23_m.jpg,TomJones,TomJones,-0.13,17.75827980041504,0.976931631565094,1773.4960325360298,1,0,1,0,1,0,0
110,111,0.01,0.0,-1.0,TomJones,28,1837_TomJones_28_m.jpg,TomJones,HerbertLom,4.81,14.9183931350708,0.9843559265136719,-2452.984312824905,1,0,0,1,0,1,0
111,112,0.01,0.0,-1.0,TomJones,59,1852_TomJones_59_m.jpg,-1,-1,0.73,14.814726829528809,0.9826563596725464,-19.224710702896118,0,1,1,0,0,0,1
112,113,0.01,0.0,-1.0,TomJones,64,1857_TomJones_64_m.jpg,-1,-1,-3.45,14.940590858459473,0.9823129773139954,-2556.4417427778244,0,1,1,0,0,0,1
113,114,0.01,0.0,-1.0,TomJones,66,1859_TomJones_66_m.jpg,-1,-1,-6.1,14.979143142700195,0.9827039241790771,591.2689170837402,0,1,1,0,0,0,1
114,115,0.01,0.0,-1.0,EdwardFox,34,1908_EdwardFox_34_m.jpg,EdwardFox,EdwardFox,-1.33,11.883013725280762,0.9887347221374512,-3442.962156891823,1,0,1,0,1,0,0
115,116,0.01,0.0,-1.0,EdwardFox,53,1924_EdwardFox_53_m.jpg,-1,-1,0.13,11.865439414978027,0.9891780018806458,-2675.1826211214066,0,1,0,1,0,0,1
116,117,0.01,0.0,-1.0,EdwardFox,63,1930_EdwardFox_63_m.jpg,-1,-1,3.32,14.049773216247559,0.9867873787879944,1889.1978278160095,0,1,0,1,0,0,1
117,118,0.01,0.0,-1.0,EdwardFox,76,1939_EdwardFox_76_m.jpg,-1,-1,0.54,12.373466491699219,0.9878072738647461,-3816.5848556533456,0,1,0,1,0,0,1
118,119,0.01,0.0,-1.0,JamesCaan,27,1981_JamesCaan_27_m.jpg,JamesCaan,FredMacMurray,-0.04,12.314239501953125,0.9883610010147095,1148.8112634420395,1,0,0,1,0,1,0
119,120,0.01,0.0,-1.0,JamesCaan,32,1988_JamesCaan_32_m.jpg,-1,-1,-0.93,14.367461204528809,0.9867932200431824,1079.459753036499,0,1,0,1,0,0,1
120,121,0.01,0.0,-1.0,JamesCaan,59,2008_JamesCaan_59_m.jpg,-1,-1,-3.3,14.4624662399292,0.9842938780784607,1133.3634287118912,0,1,0,1,0,0,1
121,122,0.01,0.0,-1.0,JamesCaan,73,2019_JamesCaan_73_m.jpg,-1,-1,-0.26,12.16633415222168,0.9893748164176941,353.5961616039276,0,1,0,1,0,0,1
122,123,0.01,0.0,-1.0,JonVoight,36,2055_JonVoight_36_m.jpg,JonVoight,JonVoight,-4.61,11.389647483825684,0.9896597862243652,34.142643213272095,1,0,1,0,1,0,0
123,124,0.01,0.0,-1.0,JonVoight,50,2065_JonVoight_50_m.jpg,JonVoight,JonVoight,2.64,16.255569458007812,0.9800781011581421,-319.6985263824463,1,0,1,0,1,0,0
124,125,0.01,0.0,-1.0,JonVoight,60,2073_JonVoight_60_m.jpg,JonVoight,JonVoight,-0.27,17.45606803894043,0.9770673513412476,3173.944984462112,1,0,1,0,1,0,0
125,126,0.01,0.0,-1.0,JonVoight,62,2076_JonVoight_62_m.jpg,-1,-1,1.0,12.033166885375977,0.9885183572769165,1139.816714644432,0,1,1,0,0,0,1
126,127,0.01,0.0,-1.0,JonVoight,64,2077_JonVoight_64_m.jpg,JonVoight,JonVoight,2.69,14.650101661682129,0.9835075736045837,3397.9419212937355,1,0,1,0,1,0,0
127,128,0.01,0.0,-1.0,JonVoight,74,2088_JonVoight_74_m.jpg,JonVoight,JonVoight,-2.52,11.823623657226562,0.9897021055221558,2833.960350036621,1,0,1,0,1,0,0
128,129,0.01,0.0,-1.0,MelBrooks,40,2097_MelBrooks_40_m.jpg,MelBrooks,AnnMiller,6.44,15.552348136901855,0.9832605123519897,-379.68334674835205,1,0,0,1,0,1,0
129,130,0.01,0.0,-1.0,MelBrooks,52,2105_MelBrooks_52_m.jpg,MelBrooks,MelBrooks,2.71,13.796441078186035,0.9857243895530701,1423.636551141739,1,0,1,0,1,0,0
130,131,0.01,0.0,-1.0,MelBrooks,77,2121_MelBrooks_77_m.jpg,MelBrooks,MelBrooks,-0.56,15.057183265686035,0.9833894371986389,1132.7625827491283,1,0,1,0,1,0,0
131,132,0.01,0.0,-1.0,MelBrooks,80,2124_MelBrooks_80_m.jpg,MelBrooks,MelBrooks,2.22,16.852270126342773,0.9781338572502136,-4756.043075799942,1,0,1,0,1,0,0
132,133,0.01,0.0,-1.0,KevinBacon,27,2709_KevinBacon_27_m.jpg,-1,-1,-0.35,14.646661758422852,0.983949601650238,-471.2575819417834,0,1,0,1,0,0,1
133,134,0.01,0.0,-1.0,KevinBacon,37,2720_KevinBacon_37_m.jpg,-1,-1,2.31,16.298465728759766,0.9810010194778442,2919.2983633875847,0,1,0,1,0,0,1
134,135,0.01,0.0,-1.0,KevinBacon,48,2732_KevinBacon_48_m.jpg,-1,-1,-1.52,12.780243873596191,0.9869961142539978,1164.4787660390139,0,1,0,1,0,0,1
135,136,0.01,0.0,-1.0,KevinBacon,52,2737_KevinBacon_52_m.jpg,-1,-1,-3.04,11.890602111816406,0.9888082146644592,784.6991251707077,0,1,0,1,0,0,1
