,s_f1,diff1,T_h,age,filename
0,729.2643845324908,-4511089.418653668,34.538776394910684,21,15007_AnnMiller_21_f.jpg
0,715.99021671824,-2814717.221105206,34.538776394910684,42,15022_AnnMiller_42_f.jpg
0,678.3210448156962,-4136620.3361643637,34.538776394910684,60,15032_AnnMiller_60_f.jpg
0,1102.804797035484,-2180296.446330454,34.538776394910684,40,15260_DyanCannon_40_f.jpg
0,918.1680558845627,-4463180.55139426,34.538776394910684,67,15276_DyanCannon_67_f.jpg
0,300.96328697507306,-1572799.6823280049,34.538776394910684,68,15277_DyanCannon_68_f.jpg
0,353.3984703990868,-1688593.3675745407,34.538776394910684,70,15279_DyanCannon_70_f.jpg
0,425.09348016019266,-1862738.0844023584,34.538776394910684,72,15281_DyanCannon_72_f.jpg
0,274.7674321590749,-1829893.6235371076,34.538776394910684,75,15283_DyanCannon_75_f.jpg
0,278.1091814795715,-2051153.5312468729,34.538776394910684,32,15289_DyanCannon_32_f.jpg
0,294.564103730912,-2151339.2897969405,34.538776394910684,14,15369_JanePowell_14_f.jpg
0,243.82298713939147,-1490769.1890107607,34.538776394910684,38,15388_JanePowell_38_f.jpg
0,400.6025956043096,-4278725.658114991,34.538776394910684,74,15411_JanePowell_74_f.jpg
0,246.8556716245291,-1358070.0881830638,34.538776394910684,77,15414_JanePowell_77_f.jpg
0,284.2946205484914,-1854810.42509954,34.538776394910684,81,15418_JanePowell_81_f.jpg
0,310.45923855129183,-3845495.3740976597,34.538776394910684,32,15468_JeanetteMacDonald_32_f.jpg
0,266.62816863610993,-1173267.0344193107,34.538776394910684,39,15479_JeanetteMacDonald_39_f.jpg
0,173.18760242508193,-519640.94735125784,34.538776394910684,44,15484_JeanetteMacDonald_44_f.jpg
0,145.2261550528273,-411198.6652469079,34.538776394910684,46,15486_JeanetteMacDonald_46_f.jpg
0,1035.7551717527401,-489234.1114875538,34.538776394910684,43,15502_JeanetteMacDonald_43_f.jpg
0,158.51689939561504,-395643.595710367,34.538776394910684,59,15514_JeanetteMacDonald_59_f.jpg
0,748.5912768633473,-286144.67690509855,34.538776394910684,20,15576_KateOMara_20_f.jpg
0,332.0586789279101,-170963.01831217206,34.538776394910684,21,15577_KateOMara_21_f.jpg
0,58.59464478481141,-42832.943437173766,34.538776394910684,29,15585_KateOMara_29_f.jpg
0,35.511411793129156,-21579.121804693612,34.538776394910684,36,15592_KateOMara_36_f.jpg
0,1118.4166843018804,-256060.63682688508,34.538776394910684,43,15599_KateOMara_43_f.jpg
0,45.958833214295964,-70550.95128887436,34.538776394910684,50,15606_KateOMara_50_f.jpg
0,42.23557394625686,-36975.64977996247,34.538776394910684,52,15608_KateOMara_52_f.jpg
0,50.690528528958865,-45492.64323835609,34.538776394910684,33,1663_BobDylan_33_m.jpg
0,34.38728266263181,-14433.053485683326,34.538776394910684,72,1686_BobDylan_72_m.jpg
0,44.4856372662669,-22369.634908697095,34.538776394910684,23,1831_TomJones_23_m.jpg
0,38.320516027948116,-50158.33703763645,34.538776394910684,28,1837_TomJones_28_m.jpg
0,75.32179370816372,4003.8227638536378,34.538776394910684,59,1852_TomJones_59_m.jpg
0,62.54304343976924,-2463.7550720144736,34.538776394910684,64,1857_TomJones_64_m.jpg
0,50.524655578118946,-16556.24603878599,34.538776394910684,66,1859_TomJones_66_m.jpg
0,30.47238335939454,-42640.07527879669,34.538776394910684,34,1908_EdwardFox_34_m.jpg
0,32.739422582836006,32123.73779744441,34.538776394910684,53,1924_EdwardFox_53_m.jpg
0,26.94122627066694,123507.67846436647,34.538776394910684,63,1930_EdwardFox_63_m.jpg
0,23.04516284856932,108801.38745003537,34.538776394910684,76,1939_EdwardFox_76_m.jpg
0,19.60826254092159,55501.05536480783,34.538776394910684,27,1981_JamesCaan_27_m.jpg
0,22.6295179115503,45743.386804443064,34.538776394910684,32,1988_JamesCaan_32_m.jpg
0,14.65241825888471,27798.11902816017,34.538776394910684,59,2008_JamesCaan_59_m.jpg
0,14.788749371660398,14694.607502097453,34.538776394910684,73,2019_JamesCaan_73_m.jpg
0,0.0,0.0,34.538776394910684,36,2055_JonVoight_36_m.jpg
0,0.0,0.0,34.538776394910684,50,2065_JonVoight_50_m.jpg
0,0.0,0.0,34.538776394910684,60,2073_JonVoight_60_m.jpg
0,0.0,0.0,34.538776394910684,62,2076_JonVoight_62_m.jpg
0,0.0,0.0,34.538776394910684,64,2077_JonVoight_64_m.jpg
0,0.0,0.0,34.538776394910684,74,2088_JonVoight_74_m.jpg
0,0.0,0.0,34.538776394910684,40,2097_MelBrooks_40_m.jpg
0,0.0,0.0,34.538776394910684,52,2105_MelBrooks_52_m.jpg
0,0.0,0.0,34.538776394910684,77,2121_MelBrooks_77_m.jpg
0,0.0,0.0,34.538776394910684,80,2124_MelBrooks_80_m.jpg
0,0.0,0.0,34.538776394910684,27,2709_KevinBacon_27_m.jpg
0,0.0,0.0,34.538776394910684,37,2720_KevinBacon_37_m.jpg
0,0.0,0.0,34.538776394910684,48,2732_KevinBacon_48_m.jpg
0,0.0,0.0,34.538776394910684,52,2737_KevinBacon_52_m.jpg
0,0.0,0.0,34.538776394910684,47,2785_MickJagger_47_m.jpg
0,0.0,0.0,34.538776394910684,63,2792_MickJagger_63_m.jpg
0,0.0,0.0,34.538776394910684,64,2793_MickJagger_64_m.jpg
0,0.0,0.0,34.538776394910684,66,2794_MickJagger_66_m.jpg
0,0.0,0.0,34.538776394910684,13,3556_MichaelYork_13_m.jpg
0,0.0,0.0,34.538776394910684,50,3579_MichaelYork_50_m.jpg
0,0.0,0.0,34.538776394910684,52,3581_MichaelYork_52_m.jpg
0,0.0,0.0,34.538776394910684,61,3589_MichaelYork_61_m.jpg
0,0.0,0.0,34.538776394910684,63,3591_MichaelYork_63_m.jpg
0,0.0,0.0,34.538776394910684,65,3593_MichaelYork_65_m.jpg
0,0.0,0.0,34.538776394910684,70,3596_MichaelYork_70_m.jpg
0,0.0,0.0,34.538776394910684,35,4131_GenaRowlands_35_m.jpg
0,0.0,0.0,34.538776394910684,48,4138_GenaRowlands_48_m.jpg
0,0.0,0.0,34.538776394910684,77,4159_GenaRowlands_77_m.jpg
0,0.0,0.0,34.538776394910684,34,4736_MichelPiccoli_34_m.jpg
0,0.0,0.0,34.538776394910684,51,4757_MichelPiccoli_51_m.jpg
0,0.0,0.0,34.538776394910684,33,4885_RomanPolanski_33_m.jpg
0,0.0,0.0,34.538776394910684,73,4918_RomanPolanski_73_m.jpg
0,0.0,0.0,34.538776394910684,76,4921_RomanPolanski_76_m.jpg
0,0.0,0.0,34.538776394910684,23,4993_WarrenBeatty_23_m.jpg
0,0.0,0.0,34.538776394910684,57,5009_WarrenBeatty_57_m.jpg
0,0.0,0.0,34.538776394910684,75,5023_WarrenBeatty_75_m.jpg
0,0.0,0.0,34.538776394910684,42,5028_WarrenBeatty_42_m.jpg
0,0.0,0.0,34.538776394910684,32,5067_AnthonyHopkins_32_m.jpg
0,0.0,0.0,34.538776394910684,54,5079_AnthonyHopkins_54_m.jpg
0,0.0,0.0,34.538776394910684,72,5096_AnthonyHopkins_72_m.jpg
0,0.0,0.0,34.538776394910684,76,5109_AnthonyHopkins_76_m.jpg
0,0.0,0.0,34.538776394910684,39,5594_PeterFalk_39_m.jpg
0,5.921107212952276,349.8640162755454,34.538776394910684,47,5601_PeterFalk_47_m.jpg
0,6.158621358977759,303.99723389800715,34.538776394910684,68,5617_PeterFalk_68_m.jpg
0,6.259610104117928,405.34651174981786,34.538776394910684,74,5621_PeterFalk_74_m.jpg
0,6.179382302635915,433.9084028947902,34.538776394910684,83,5630_PeterFalk_83_m.jpg
0,6.429469711254001,346.57019371567503,34.538776394910684,32,5770_BenGazzara_32_m.jpg
0,43.709637385303374,429.58978992374466,34.538776394910684,73,5792_BenGazzara_73_m.jpg
0,43.737914693146735,-410.39049105348977,34.538776394910684,40,5849_HerbertLom_40_m.jpg
0,43.65227254888842,422.97207533180597,34.538776394910684,61,5864_HerbertLom_61_m.jpg
0,43.373835359779015,402.0804560945034,34.538776394910684,81,5876_HerbertLom_81_m.jpg
0,43.43085797961308,418.6882479434232,34.538776394910684,93,5881_HerbertLom_93_m.jpg
0,43.36068888189631,409.5049433615661,34.538776394910684,29,6230_DirkBogarde_29_m.jpg
0,43.26809284561641,340.6913033820481,34.538776394910684,31,6231_DirkBogarde_31_m.jpg
0,43.536254203850525,461.6246811494946,34.538776394910684,42,6245_DirkBogarde_42_m.jpg
0,44.13303522128537,614.6031920296173,34.538776394910684,43,6246_DirkBogarde_43_m.jpg
0,44.39193994587942,657.787529014552,34.538776394910684,56,6255_DirkBogarde_56_m.jpg
0,44.26326089778101,610.8189768300996,34.538776394910684,67,6262_DirkBogarde_67_m.jpg
0,44.26283428336121,580.3175076599058,34.538776394910684,10,6472_JohnnyCash_10_m.jpg
0,43.9311086567033,486.1624687704329,34.538776394910684,40,6485_JohnnyCash_40_m.jpg
0,43.831746619953655,495.5102386286318,34.538776394910684,69,6493_JohnnyCash_69_m.jpg
0,43.43510291623205,378.51571176602226,34.538776394910684,29,6494_JohnnyCash_29_m.jpg
0,43.52009448925557,340.8437760678802,34.538776394910684,35,6497_JohnnyCash_35_m.jpg
0,43.997372396074404,469.03565303788,34.538776394910684,34,6676_PeterGraves_34_m.jpg
0,43.659603172231094,360.4731382781008,34.538776394910684,41,6681_PeterGraves_41_m.jpg
0,43.81120552173571,368.5979292477577,34.538776394910684,43,6682_PeterGraves_43_m.jpg
0,44.13490038991086,566.903988613936,34.538776394910684,82,6698_PeterGraves_82_m.jpg
0,43.90995718706697,594.3833302880533,34.538776394910684,46,6700_PeterGraves_46_m.jpg
0,43.93097403303436,483.6900548773416,34.538776394910684,54,6703_PeterGraves_54_m.jpg
0,43.78948220852804,532.3855339279258,34.538776394910684,39,6792_RoyScheider_39_m.jpg
0,43.910326824931154,448.4105571669532,34.538776394910684,56,6806_RoyScheider_56_m.jpg
0,43.703534178837565,-1876.5932281158841,34.538776394910684,65,6811_RoyScheider_65_m.jpg
0,44.08430994841539,1020.9477334733792,34.538776394910684,29,6992_ChristopherWalken_29_m.jpg
0,43.62826995720136,452.2934205748981,34.538776394910684,50,7012_ChristopherWalken_50_m.jpg
0,43.980060177799984,1584.352287412637,34.538776394910684,56,7016_ChristopherWalken_56_m.jpg
0,43.78541007287966,1082.307760744425,34.538776394910684,15,7098_GladysCooper_15_m.jpg
0,43.45570932249071,-3321.2111523369786,34.538776394910684,74,7121_GladysCooper_74_m.jpg
0,43.26009985345296,-7059.080787797233,34.538776394910684,8,7401_MickeyRooney_8_m.jpg
0,43.957878978589044,-1875.3750893689314,34.538776394910684,10,7402_MickeyRooney_10_m.jpg
0,44.079923410762675,-290.9044870125326,34.538776394910684,23,7410_MickeyRooney_23_m.jpg
0,43.89879317645229,-4332.755664203599,34.538776394910684,33,7416_MickeyRooney_33_m.jpg
0,44.52325647355454,2471.1542153238206,34.538776394910684,63,7431_MickeyRooney_63_m.jpg
0,44.21018819820075,-4165.592196081188,34.538776394910684,77,7436_MickeyRooney_77_m.jpg
0,43.8708952409452,-2842.6673690769367,34.538776394910684,78,7437_MickeyRooney_78_m.jpg
0,43.42269708467054,-1147.0713365152574,34.538776394910684,45,7764_AlbertoSordi_45_m.jpg
0,43.940033728821014,2895.084241661447,34.538776394910684,50,7766_AlbertoSordi_50_m.jpg
0,44.63131043465315,8479.572958868883,34.538776394910684,76,7779_AlbertoSordi_76_m.jpg
0,44.831177349514356,7057.511678366131,34.538776394910684,18,8305_RichardCrenna_18_m.jpg
0,44.53418246759362,5883.6739560208425,34.538776394910684,28,8308_RichardCrenna_28_m.jpg
0,45.0512610562086,5306.106197594345,34.538776394910684,64,8338_RichardCrenna_64_m.jpg
0,44.932660871275516,6827.348972325267,34.538776394910684,65,85_PaulAnka_65_m.jpg
0,44.70427072290272,5971.202628413435,34.538776394910684,32,8825_ArnoldSchwarzenegger_32_m.jpg
0,44.27077293433096,6096.953180924923,34.538776394910684,41,8833_ArnoldSchwarzenegger_41_m.jpg
0,45.41161596257178,6528.2300361151065,34.538776394910684,54,8843_ArnoldSchwarzenegger_54_m.jpg
0,44.793130985203206,5059.81873472895,34.538776394910684,61,8852_ArnoldSchwarzenegger_61_m.jpg
0,44.56633977025026,4953.907242036742,34.538776394910684,67,88_PaulAnka_67_m.jpg
0,44.10225086648623,46.775791216460334,34.538776394910684,28,8948_FredMacMurray_28_m.jpg
0,0.0,0.0,34.538776394910684,31,8950_FredMacMurray_31_m.jpg
0,0.0,0.0,34.538776394910684,51,8964_FredMacMurray_51_m.jpg
0,0.0,0.0,34.538776394910684,74,8978_FredMacMurray_74_m.jpg
0,0.0,0.0,34.538776394910684,28,9043_JeanClaudeVanDamme_28_m.jpg
0,0.0,0.0,34.538776394910684,44,9062_JeanClaudeVanDamme_44_m.jpg
0,0.0,0.0,34.538776394910684,51,9066_JeanClaudeVanDamme_51_m.jpg
0,0.0,0.0,34.538776394910684,52,9068_JeanClaudeVanDamme_52_m.jpg
0,0.0,0.0,34.538776394910684,43,9072_JeanClaudeVanDamme_43_m.jpg
0,0.0,0.0,34.538776394910684,53,9079_JeanClaudeVanDamme_53_m.jpg
0,0.0,0.0,34.538776394910684,70,90_PaulAnka_70_m.jpg
0,0.0,0.0,34.538776394910684,28,9570_MarcelloMastroianni_28_m.jpg
0,0.0,0.0,34.538776394910684,32,9574_MarcelloMastroianni_32_m.jpg
0,0.0,0.0,34.538776394910684,65,9602_MarcelloMastroianni_65_m.jpg
0,0.0,0.0,34.538776394910684,71,9608_MarcelloMastroianni_71_m.jpg
0,0.0,0.0,34.538776394910684,48,9701_DorisDay_48_f.jpg
0,0.0,0.0,34.538776394910684,38,9707_DorisDay_38_f.jpg
0,0.0,0.0,34.538776394910684,29,9715_DorisDay_29_f.jpg
0,0.0,0.0,34.538776394910684,36,9722_DorisDay_36_f.jpg
0,0.0,0.0,34.538776394910684,46,9729_DorisDay_46_f.jpg
0,0.0,0.0,34.538776394910684,65,9737_DorisDay_65_f.jpg
0,0.0,0.0,34.538776394910684,68,9740_DorisDay_68_f.jpg
0,0.0,0.0,34.538776394910684,24,9753_TomJones_24_f.jpg
0,0.0,0.0,34.538776394910684,38,9764_TomJones_38_f.jpg
0,0.0,0.0,34.538776394910684,68,9782_TomJones_68_f.jpg
0,0.0,0.0,34.538776394910684,69,9783_TomJones_69_f.jpg
0,0.0,0.0,34.538776394910684,46,99_PaulAnka_46_m.jpg
