,hash_sample,offset,covariates_beta,drift_beta,true_identity,age,filename,y_pred,y_drift,predicted_age,euclidean,cosine,identity_grouping_distance,orig_TP,orig_FN,virtual_TP,virtual_FN,stat_TP,stat_FP,stat_undefined
20,21,0.01,0.0,-1.0,BarbaraBouchet,68,11876_BarbaraBouchet_68_f.jpg,-1,-1,-0.19,12.14948844909668,0.9884048104286194,-11088.923540830612,0,1,0,1,0,0,1
21,22,0.01,0.0,-1.0,AngelaLansbury,20,11948_AngelaLansbury_20_f.jpg,AngelaLansbury,DirkBogarde,-0.29,16.639896392822266,0.9799207448959351,-42036.07952976227,1,0,0,1,0,1,0
22,23,0.01,0.0,-1.0,AngelaLansbury,35,11959_AngelaLansbury_35_f.jpg,AngelaLansbury,OrnellaMuti,4.54,15.21381950378418,0.9818235635757446,-20847.654235839844,1,0,0,1,0,1,0
23,24,0.01,0.0,-1.0,AngelaLansbury,41,11962_AngelaLansbury_41_f.jpg,-1,-1,0.98,9.900327682495117,0.9921290874481201,21068.184309482574,0,1,0,1,0,0,1
24,25,0.01,0.0,-1.0,AngelaLansbury,46,11964_AngelaLansbury_46_f.jpg,AngelaLansbury,AngelaLansbury,0.27,11.796646118164062,0.9891148805618286,100905.32255554199,1,0,1,0,1,0,0
25,26,0.01,0.0,-1.0,AngelaLansbury,60,11971_AngelaLansbury_60_f.jpg,AngelaLansbury,AngelaLansbury,7.47,9.647726058959961,0.9925556182861328,12534.25006866455,1,0,1,0,1,0,0
26,27,0.01,0.0,-1.0,AngelaLansbury,67,11977_AngelaLansbury_67_f.jpg,AngelaLansbury,OrnellaMuti,-0.14,11.438260078430176,0.9895186424255371,-74659.2741985321,1,0,0,1,0,1,0
27,28,0.01,0.0,-1.0,AngelaLansbury,80,11984_AngelaLansbury_80_f.jpg,-1,-1,-4.38,11.344219207763672,0.9898372888565063,-153274.15086364746,0,1,0,1,0,0,1
28,29,0.01,0.0,-1.0,AngelaLansbury,87,11989_AngelaLansbury_87_f.jpg,AngelaLansbury,AngelaLansbury,0.73,11.499961853027344,0.9909350872039795,-50721.57253265381,1,0,1,0,1,0,0
29,30,0.01,0.0,-1.0,DebbieReynolds,24,12024_DebbieReynolds_24_f.jpg,-1,-1,-9.2,15.086467742919922,0.9825205206871033,41593.895431518555,0,1,0,1,0,0,1
30,31,0.01,0.0,-1.0,DebbieReynolds,69,12045_DebbieReynolds_69_f.jpg,-1,-1,-2.67,14.081496238708496,0.9855871200561523,-19636.628540039062,0,1,0,1,0,0,1
31,32,0.01,0.0,-1.0,DebbieReynolds,78,12055_DebbieReynolds_78_f.jpg,-1,-1,-5.15,12.537473678588867,0.9876804351806641,-70250.89204484224,0,1,0,1,0,0,1
32,33,0.01,0.0,-1.0,EvaMarieSaint,30,12092_EvaMarieSaint_30_f.jpg,-1,-1,4.36,16.640174865722656,0.979226291179657,-66314.65928840637,0,1,0,1,0,0,1
33,34,0.01,0.0,-1.0,EvaMarieSaint,44,12103_EvaMarieSaint_44_f.jpg,EvaMarieSaint,FredMacMurray,2.09,14.206124305725098,0.9842985272407532,1040.4541702270508,1,0,0,1,0,1,0
34,35,0.01,0.0,-1.0,EvaMarieSaint,73,12115_EvaMarieSaint_73_f.jpg,-1,-1,-9.75,13.103238105773926,0.9868385195732117,-142672.49011182785,0,1,1,0,0,0,1
35,36,0.01,0.0,-1.0,EvaMarieSaint,82,12121_EvaMarieSaint_82_f.jpg,EvaMarieSaint,FredMacMurray,-3.35,16.246267318725586,0.9795999526977539,20560.096199035645,1,0,0,1,0,1,0
36,37,0.01,0.0,-1.0,MickJagger,18,121_MickJagger_18_m.jpg,-1,-1,7.43,17.138263702392578,0.9782785773277283,21675.111473083496,0,1,1,0,0,0,1
37,38,0.01,0.0,-1.0,MyrnaLoy,51,12329_MyrnaLoy_51_f.jpg,-1,-1,-4.25,14.842519760131836,0.9826778769493103,29226.088153362274,0,1,0,1,0,0,1
38,39,0.01,0.0,-1.0,MyrnaLoy,75,12330_MyrnaLoy_75_f.jpg,MyrnaLoy,MyrnaLoy,2.04,20.095844268798828,0.9704222679138184,-51393.85980093479,1,0,1,0,1,0,0
39,40,0.01,0.0,-1.0,MyrnaLoy,20,12337_MyrnaLoy_20_f.jpg,-1,-1,2.44,11.264391899108887,0.9907073974609375,-21675.95824623108,0,1,0,1,0,0,1
40,41,0.01,0.0,-1.0,MyrnaLoy,67,12364_MyrnaLoy_67_f.jpg,-1,-1,-1.51,12.644515991210938,0.9873042702674866,-21039.951848983765,0,1,1,0,0,0,1
41,42,0.01,0.0,-1.0,MyrnaLoy,33,12376_MyrnaLoy_33_f.jpg,MyrnaLoy,MyrnaLoy,-1.55,15.66529655456543,0.9827367663383484,8079.8483991622925,1,0,1,0,1,0,0
42,43,0.01,0.0,-1.0,AngieDickinson,47,12425_AngieDickinson_47_f.jpg,-1,-1,-1.2,12.763675689697266,0.9873555898666382,-20611.60401916504,0,1,1,0,0,0,1
43,44,0.01,0.0,-1.0,AngieDickinson,31,12438_AngieDickinson_31_f.jpg,AngieDickinson,RomanPolanski,-0.93,10.575345993041992,0.9913084506988525,-14419.849702835083,1,0,0,1,0,1,0
44,45,0.01,0.0,-1.0,AngieDickinson,42,12445_AngieDickinson_42_f.jpg,AngieDickinson,ChristopherWalken,2.66,15.882603645324707,0.9815295934677124,-10041.055167198181,1,0,0,1,0,1,0
45,46,0.01,0.0,-1.0,AngieDickinson,76,12457_AngieDickinson_76_f.jpg,AngieDickinson,RomanPolanski,1.15,16.278888702392578,0.9791398644447327,11171.577208638191,1,0,0,1,0,1,0
46,47,0.01,0.0,-1.0,FrancesDee,43,12607_FrancesDee_43_f.jpg,-1,-1,-0.39,14.484159469604492,0.984045147895813,28938.86776781082,0,1,0,1,0,0,1
47,48,0.01,0.0,-1.0,FrancesDee,83,12612_FrancesDee_83_f.jpg,FrancesDee,FrancesDee,4.84,11.752134323120117,0.9897329807281494,67694.40839719772,1,0,1,0,1,0,0
48,49,0.01,0.0,-1.0,FrancesDee,89,12613_FrancesDee_89_f.jpg,-1,-1,-1.59,12.827988624572754,0.9867758750915527,-32285.79125213623,0,1,0,1,0,0,1
49,50,0.01,0.0,-1.0,GeraldineChaplin,38,13032_GeraldineChaplin_38_f.jpg,GeraldineChaplin,RichardCrenna,-0.01,13.983667373657227,0.9849843978881836,42749.6381316185,1,0,0,1,0,1,0
50,51,0.01,0.0,-1.0,GeraldineChaplin,52,13041_GeraldineChaplin_52_f.jpg,-1,-1,-0.07,14.494295120239258,0.9849640130996704,-16441.90262953937,0,1,0,1,0,0,1
51,52,0.01,0.0,-1.0,GeraldineChaplin,53,13042_GeraldineChaplin_53_f.jpg,-1,-1,0.94,14.144694328308105,0.9849876761436462,6080.388993263245,0,1,0,1,0,0,1
52,53,0.01,0.0,-1.0,GeraldineChaplin,66,13052_GeraldineChaplin_66_f.jpg,GeraldineChaplin,GeraldineChaplin,-4.68,16.73997688293457,0.9785293340682983,-56401.56466674805,1,0,1,0,1,0,0
53,54,0.01,0.0,-1.0,DanielleDarrieux,36,13417_DanielleDarrieux_36_f.jpg,DanielleDarrieux,DanielleDarrieux,1.78,11.072885513305664,0.990788996219635,-32880.404422044754,1,0,1,0,1,0,0
54,55,0.01,0.0,-1.0,DanielleDarrieux,38,13419_DanielleDarrieux_38_f.jpg,-1,-1,4.44,15.086138725280762,0.9828634858131409,79724.80383110046,0,1,0,1,0,0,1
55,56,0.01,0.0,-1.0,DanielleDarrieux,40,13420_DanielleDarrieux_40_f.jpg,DanielleDarrieux,DanielleDarrieux,-0.66,15.18218994140625,0.9824243783950806,-19020.221364974976,1,0,1,0,1,0,0
56,57,0.01,0.0,-1.0,DanielleDarrieux,64,13436_DanielleDarrieux_64_f.jpg,DanielleDarrieux,DanielleDarrieux,-1.89,10.293578147888184,0.9917060136795044,34203.95306825638,1,0,1,0,1,0,0
57,58,0.01,0.0,-1.0,DanielleDarrieux,65,13437_DanielleDarrieux_65_f.jpg,DanielleDarrieux,DanielleDarrieux,-0.86,13.138284683227539,0.9863349795341492,-21238.612111359835,1,0,1,0,1,0,0
58,59,0.01,0.0,-1.0,HelenHayes,31,13522_HelenHayes_31_f.jpg,-1,-1,0.14,11.361804962158203,0.9905698299407959,-26652.58046722412,0,1,0,1,0,0,1
59,60,0.01,0.0,-1.0,HelenHayes,52,13526_HelenHayes_52_f.jpg,-1,-1,4.44,12.630064010620117,0.9883354902267456,-16195.333347320557,0,1,0,1,0,0,1
60,61,0.01,0.0,-1.0,HelenHayes,23,13533_HelenHayes_23_f.jpg,-1,-1,3.88,13.1439847946167,0.9863413572311401,59332.630996227264,0,1,0,1,0,0,1
61,62,0.01,0.0,-1.0,HelenHayes,34,13537_HelenHayes_34_f.jpg,HelenHayes,RonaldReagan,1.07,19.509212493896484,0.9722122550010681,-44592.11678123474,1,0,0,1,0,1,0
62,63,0.01,0.0,-1.0,HelenHayes,85,13539_HelenHayes_85_f.jpg,-1,-1,0.31,10.276583671569824,0.9916730523109436,-86071.75755596161,0,1,1,0,0,0,1
63,64,0.01,0.0,-1.0,HelenHayes,78,13550_HelenHayes_78_f.jpg,HelenHayes,GladysCooper,6.08,15.381752014160156,0.9820389747619629,-76821.21723365784,1,0,0,1,0,1,0
64,65,0.01,0.0,-1.0,HelenHayes,70,13554_HelenHayes_70_f.jpg,HelenHayes,HelenHayes,-2.98,11.025781631469727,0.9917082786560059,634.7663180828094,1,0,1,0,1,0,0
65,66,0.01,0.0,-1.0,AudreyHepburn,62,14520_AudreyHepburn_62_f.jpg,-1,-1,0.51,13.819276809692383,0.9853836297988892,-85671.80723190308,0,1,1,0,0,0,1
66,67,0.01,0.0,-1.0,AudreyHepburn,24,14530_AudreyHepburn_24_f.jpg,-1,-1,-1.75,11.095728874206543,0.9902703166007996,8312.797723770142,0,1,0,1,0,0,1
67,68,0.01,0.0,-1.0,AudreyHepburn,24,14531_AudreyHepburn_24_f.jpg,AudreyHepburn,AudreyHepburn,-0.35,13.162047386169434,0.9865711331367493,13582.714107513428,1,0,1,0,1,0,0
68,69,0.01,0.0,-1.0,AudreyHepburn,25,14534_AudreyHepburn_25_f.jpg,AudreyHepburn,AudreyHepburn,3.77,14.850359916687012,0.9839704036712646,32139.990151524544,1,0,1,0,1,0,0
69,70,0.01,0.0,-1.0,AudreyHepburn,32,14537_AudreyHepburn_32_f.jpg,-1,-1,-1.83,13.292364120483398,0.9865723848342896,-58586.40005970001,0,1,1,0,0,0,1
70,71,0.01,0.0,-1.0,AudreyHepburn,36,14551_AudreyHepburn_36_f.jpg,-1,-1,1.93,12.262740135192871,0.9880708456039429,14802.228803753853,0,1,0,1,0,0,1
71,72,0.01,0.0,-1.0,AnnMiller,15,15001_AnnMiller_15_f.jpg,-1,-1,3.76,14.958094596862793,0.9840503334999084,1208.1492958068848,0,1,0,1,0,0,1
72,73,0.01,0.0,-1.0,AnnMiller,17,15003_AnnMiller_17_f.jpg,AnnMiller,AnnMiller,1.98,14.798990249633789,0.98480623960495,40203.377618312836,1,0,1,0,1,0,0
73,74,0.01,0.0,-1.0,AnnMiller,21,15007_AnnMiller_21_f.jpg,-1,-1,1.9,13.707571983337402,0.985666036605835,30739.745907245204,0,1,0,1,0,0,1
74,75,0.01,0.0,-1.0,AnnMiller,42,15022_AnnMiller_42_f.jpg,AnnMiller,AnnMiller,-1.58,16.803728103637695,0.9795138239860535,-41236.76280593872,1,0,1,0,1,0,0
75,76,0.01,0.0,-1.0,AnnMiller,60,15032_AnnMiller_60_f.jpg,AnnMiller,AnnMiller,-3.42,17.74065399169922,0.9781975150108337,5201.648380279541,1,0,1,0,1,0,0
76,77,0.01,0.0,-1.0,DyanCannon,40,15260_DyanCannon_40_f.jpg,-1,-1,1.01,14.74924087524414,0.9848608374595642,-7913.7141880989075,0,1,0,1,0,0,1
77,78,0.01,0.0,-1.0,DyanCannon,67,15276_DyanCannon_67_f.jpg,-1,-1,2.88,9.415042877197266,0.9929030537605286,24873.724089622498,0,1,0,1,0,0,1
78,79,0.01,0.0,-1.0,DyanCannon,68,15277_DyanCannon_68_f.jpg,DyanCannon,DyanCannon,-2.11,15.213072776794434,0.9820367693901062,7935.875061035156,1,0,1,0,1,0,0
79,80,0.01,0.0,-1.0,DyanCannon,70,15279_DyanCannon_70_f.jpg,DyanCannon,EdwardGRobinson,2.51,9.654420852661133,0.9927989840507507,3116.3977704048157,1,0,0,1,0,1,0
80,81,0.01,0.0,-1.0,DyanCannon,72,15281_DyanCannon_72_f.jpg,DyanCannon,EdwardGRobinson,-3.38,13.294575691223145,0.9865534901618958,-9381.803977012634,1,0,0,1,0,1,0
81,82,0.01,0.0,-1.0,DyanCannon,75,15283_DyanCannon_75_f.jpg,DyanCannon,DyanCannon,-4.58,13.180335998535156,0.9862598776817322,-13949.900996208191,1,0,1,0,1,0,0
82,83,0.01,0.0,-1.0,DyanCannon,32,15289_DyanCannon_32_f.jpg,DyanCannon,EdwardGRobinson,-1.24,13.74036979675293,0.984857439994812,-46802.17240476608,1,0,0,1,0,1,0
83,84,0.01,0.0,-1.0,JanePowell,14,15369_JanePowell_14_f.jpg,JanePowell,AlbertoSordi,-0.63,17.33241081237793,0.9772269129753113,6210.337017059326,1,0,0,1,0,1,0
84,85,0.01,0.0,-1.0,JanePowell,38,15388_JanePowell_38_f.jpg,-1,-1,-0.65,13.51643180847168,0.9860066175460815,-5115.661726951599,0,1,0,1,0,0,1
85,86,0.01,0.0,-1.0,JanePowell,74,15411_JanePowell_74_f.jpg,-1,-1,5.41,12.208012580871582,0.9883737564086914,122.16371512413025,0,1,0,1,0,0,1
86,87,0.01,0.0,-1.0,JanePowell,77,15414_JanePowell_77_f.jpg,JanePowell,AlbertoSordi,-2.8,14.435174942016602,0.984632670879364,-17213.512018680573,1,0,0,1,0,1,0
87,88,0.01,0.0,-1.0,JanePowell,81,15418_JanePowell_81_f.jpg,JanePowell,AlbertoSordi,0.64,15.740926742553711,0.9806125164031982,42501.683221936226,1,0,0,1,0,1,0
88,89,0.01,0.0,-1.0,JeanetteMacDonald,32,15468_JeanetteMacDonald_32_f.jpg,JeanetteMacDonald,JeanetteMacDonald,4.0,13.205698013305664,0.9869707822799683,-35634.5142326355,1,0,1,0,1,0,0
89,90,0.01,0.0,-1.0,JeanetteMacDonald,39,15479_JeanetteMacDonald_39_f.jpg,JeanetteMacDonald,MyrnaLoy,-1.36,14.571224212646484,0.9838900566101074,78519.78257274628,1,0,0,1,0,1,0
90,91,0.01,0.0,-1.0,JeanetteMacDonald,44,15484_JeanetteMacDonald_44_f.jpg,-1,-1,4.46,14.138175964355469,0.9846853017807007,-40574.83216536045,0,1,0,1,0,0,1
91,92,0.01,0.0,-1.0,JeanetteMacDonald,46,15486_JeanetteMacDonald_46_f.jpg,JeanetteMacDonald,JeanetteMacDonald,-1.57,14.390273094177246,0.9839838147163391,12698.759686470032,1,0,1,0,1,0,0
92,93,0.01,0.0,-1.0,JeanetteMacDonald,43,15502_JeanetteMacDonald_43_f.jpg,JeanetteMacDonald,JeanetteMacDonald,1.11,14.213279724121094,0.9843946099281311,14036.562978744507,1,0,1,0,1,0,0
93,94,0.01,0.0,-1.0,JeanetteMacDonald,59,15514_JeanetteMacDonald_59_f.jpg,JeanetteMacDonald,JeanetteMacDonald,2.46,15.701227188110352,0.9804974794387817,16508.38512778282,1,0,1,0,1,0,0
94,95,0.01,0.0,-1.0,KateOMara,20,15576_KateOMara_20_f.jpg,KateOMara,KateOMara,3.08,16.508493423461914,0.9792925119400024,28883.718223571777,1,0,1,0,1,0,0
95,96,0.01,0.0,-1.0,KateOMara,21,15577_KateOMara_21_f.jpg,-1,-1,1.4,12.956158638000488,0.9872090816497803,-5586.87225818634,0,1,0,1,0,0,1
96,97,0.01,0.0,-1.0,KateOMara,29,15585_KateOMara_29_f.jpg,KateOMara,KateOMara,-3.01,20.764339447021484,0.9693712592124939,-54024.54360580444,1,0,1,0,1,0,0
97,98,0.01,0.0,-1.0,KateOMara,36,15592_KateOMara_36_f.jpg,-1,-1,-1.07,18.109798431396484,0.9781392216682434,-45842.1986618042,0,1,1,0,0,0,1
98,99,0.01,0.0,-1.0,KateOMara,43,15599_KateOMara_43_f.jpg,KateOMara,KateOMara,2.19,17.05971336364746,0.9781050086021423,-10755.14259147644,1,0,1,0,1,0,0
99,100,0.01,0.0,-1.0,KateOMara,50,15606_KateOMara_50_f.jpg,KateOMara,KateOMara,2.65,17.837373733520508,0.9759156107902527,34007.6852786541,1,0,1,0,1,0,0
100,101,0.01,0.0,-1.0,KateOMara,52,15608_KateOMara_52_f.jpg,KateOMara,KateOMara,6.36,13.150242805480957,0.9863128662109375,-37600.30124998093,1,0,1,0,1,0,0
101,102,0.01,0.0,-1.0,StВphaneAudran,22,15851_StВphaneAudran_22_f.jpg,StВphaneAudran,StВphaneAudran,-1.9,12.97057819366455,0.986714243888855,52340.59058684111,1,0,1,0,1,0,0
102,103,0.01,0.0,-1.0,StВphaneAudran,41,15869_StВphaneAudran_41_f.jpg,-1,-1,3.28,17.24431800842285,0.9783217310905457,64021.32006275654,0,1,0,1,0,0,1
103,104,0.01,0.0,-1.0,StВphaneAudran,62,15886_StВphaneAudran_62_f.jpg,StВphaneAudran,MarcelloMastroianni,2.72,13.513867378234863,0.9856639504432678,29330.32318496704,1,0,0,1,0,1,0
104,105,0.01,0.0,-1.0,StВphaneAudran,64,15888_StВphaneAudran_64_f.jpg,StВphaneAudran,StВphaneAudran,-0.09,12.25726318359375,0.9884653687477112,-23571.19656944275,1,0,1,0,1,0,0
105,106,0.01,0.0,-1.0,StВphaneAudran,69,15891_StВphaneAudran_69_f.jpg,-1,-1,1.12,13.279491424560547,0.9867855906486511,-4645.984992980957,0,1,0,1,0,0,1
106,107,0.01,0.0,-1.0,StВphaneAudran,70,15892_StВphaneAudran_70_f.jpg,StВphaneAudran,MarcelloMastroianni,-2.42,13.364280700683594,0.9856709241867065,60907.95899391174,1,0,0,1,0,1,0
107,108,0.01,0.0,-1.0,BobDylan,33,1663_BobDylan_33_m.jpg,-1,-1,0.98,13.626995086669922,0.9860667586326599,-7068.795601844788,0,1,0,1,0,0,1
108,109,0.01,0.0,-1.0,BobDylan,72,1686_BobDylan_72_m.jpg,BobDylan,KateOMara,-0.28,15.674311637878418,0.9812260270118713,45802.13102722168,1,0,0,1,0,1,0
109,110,0.01,0.0,-1.0,TomJones,23,1831_TomJones_23_m.jpg,TomJones,TomJones,1.82,17.726179122924805,0.977019727230072,-25409.489963531494,1,0,1,0,1,0,0
110,111,0.01,0.0,-1.0,TomJones,28,1837_TomJones_28_m.jpg,TomJones,HerbertLom,-1.33,14.68807315826416,0.9848037958145142,47163.087409973145,1,0,0,1,0,1,0
111,112,0.01,0.0,-1.0,TomJones,59,1852_TomJones_59_m.jpg,-1,-1,6.0,14.505819320678711,0.9833642244338989,-6105.9906287789345,0,1,1,0,0,0,1
112,113,0.01,0.0,-1.0,TomJones,64,1857_TomJones_64_m.jpg,-1,-1,-0.83,15.43616008758545,0.9811071157455444,-58487.5611564219,0,1,1,0,0,0,1
113,114,0.01,0.0,-1.0,TomJones,66,1859_TomJones_66_m.jpg,-1,-1,1.38,14.921534538269043,0.9828387498855591,67641.37300980091,0,1,1,0,0,0,1
114,115,0.01,0.0,-1.0,EdwardFox,34,1908_EdwardFox_34_m.jpg,EdwardFox,EdwardFox,-1.47,11.465707778930664,0.9895060062408447,35158.652059316635,1,0,1,0,1,0,0
115,116,0.01,0.0,-1.0,EdwardFox,53,1924_EdwardFox_53_m.jpg,-1,-1,-0.36,11.822982788085938,0.9892643690109253,8752.153927445412,0,1,0,1,0,0,1
116,117,0.01,0.0,-1.0,EdwardFox,63,1930_EdwardFox_63_m.jpg,-1,-1,-4.65,13.585678100585938,0.9877569079399109,-20394.69770669937,0,1,0,1,0,0,1
117,118,0.01,0.0,-1.0,EdwardFox,76,1939_EdwardFox_76_m.jpg,-1,-1,8.1,12.726703643798828,0.9871616959571838,-5189.316331863403,0,1,0,1,0,0,1
118,119,0.01,0.0,-1.0,JamesCaan,27,1981_JamesCaan_27_m.jpg,JamesCaan,FredMacMurray,0.79,12.144869804382324,0.9886665344238281,4091.8087897896767,1,0,0,1,0,1,0
119,120,0.01,0.0,-1.0,JamesCaan,32,1988_JamesCaan_32_m.jpg,-1,-1,0.96,14.01681137084961,0.9873466491699219,-7580.35432767868,0,1,0,1,0,0,1
120,121,0.01,0.0,-1.0,JamesCaan,59,2008_JamesCaan_59_m.jpg,-1,-1,-0.6,14.264634132385254,0.984706461429596,-1446.664575099945,0,1,0,1,0,0,1
121,122,0.01,0.0,-1.0,JamesCaan,73,2019_JamesCaan_73_m.jpg,-1,-1,3.68,11.849884986877441,0.9899466037750244,2626.597488671541,0,1,0,1,0,0,1
122,123,0.01,0.0,-1.0,JonVoight,36,2055_JonVoight_36_m.jpg,JonVoight,MickJagger,0.22,11.17191219329834,0.9900537133216858,8212.482097148895,1,0,0,1,0,1,0
123,124,0.01,0.0,-1.0,JonVoight,50,2065_JonVoight_50_m.jpg,JonVoight,JonVoight,-1.85,16.24790382385254,0.9800894260406494,-1062.5117126703262,1,0,1,0,1,0,0
124,125,0.01,0.0,-1.0,JonVoight,60,2073_JonVoight_60_m.jpg,JonVoight,JonVoight,-1.97,17.41234016418457,0.9771775603294373,-19588.622323989868,1,0,1,0,1,0,0
125,126,0.01,0.0,-1.0,JonVoight,62,2076_JonVoight_62_m.jpg,-1,-1,-1.32,11.836930274963379,0.9888524413108826,5159.281458377838,0,1,1,0,0,0,1
126,127,0.01,0.0,-1.0,JonVoight,64,2077_JonVoight_64_m.jpg,JonVoight,JonVoight,3.57,14.353449821472168,0.9841737151145935,-98621.26797991991,1,0,1,0,1,0,0
127,128,0.01,0.0,-1.0,JonVoight,74,2088_JonVoight_74_m.jpg,JonVoight,JonVoight,0.07,11.642843246459961,0.9899929761886597,-533.1469383239746,1,0,1,0,1,0,0
128,129,0.01,0.0,-1.0,MelBrooks,40,2097_MelBrooks_40_m.jpg,MelBrooks,AnnMiller,1.34,15.4156494140625,0.983536422252655,-5491.712142944336,1,0,0,1,0,1,0
129,130,0.01,0.0,-1.0,MelBrooks,52,2105_MelBrooks_52_m.jpg,MelBrooks,MelBrooks,-3.91,14.632721900939941,0.9839884638786316,36493.589828014374,1,0,1,0,1,0,0
130,131,0.01,0.0,-1.0,MelBrooks,77,2121_MelBrooks_77_m.jpg,MelBrooks,MelBrooks,-3.04,13.85214614868164,0.9858708381652832,-2464.163589954376,1,0,1,0,1,0,0
131,132,0.01,0.0,-1.0,MelBrooks,80,2124_MelBrooks_80_m.jpg,MelBrooks,MelBrooks,0.71,17.09846305847168,0.9774904847145081,25561.14288043976,1,0,1,0,1,0,0
132,133,0.01,0.0,-1.0,KevinBacon,27,2709_KevinBacon_27_m.jpg,-1,-1,-2.96,14.529058456420898,0.9841944575309753,1196.081199169159,0,1,0,1,0,0,1
133,134,0.01,0.0,-1.0,KevinBacon,37,2720_KevinBacon_37_m.jpg,-1,-1,5.05,16.150209426879883,0.9813150763511658,2439.0250387191772,0,1,0,1,0,0,1
134,135,0.01,0.0,-1.0,KevinBacon,48,2732_KevinBacon_48_m.jpg,-1,-1,-2.85,12.721261024475098,0.9870980381965637,11692.821165919304,0,1,0,1,0,0,1
135,136,0.01,0.0,-1.0,KevinBacon,52,2737_KevinBacon_52_m.jpg,-1,-1,-0.26,11.53388786315918,0.9894614219665527,3500.196587562561,0,1,0,1,0,0,1
